question,answer
Apa yang sebaiknya tidak kita lakukan saat liburan ke Bali?,Mencoba menjawabJangan membuang sampah sembaranganJangan memasuki area suci tempat ibadah tanpa ijin terlebih dahulu dan menggunakan pakaian adat sesuai aturan.Jangan melakukan kegiatan sampai melewati jam 12 malam kecuali di tempat yang sudah mendapatkan ijin karena dapat menggangu ketenangan.Bersikap ramah karena orang indonesia terkenal ramahTerima kasih semoga membantu
Menurutmu kapan pariwisata khususnya di Bali akan kembali normal?,"2021 akhir atau malah 2022, sembari menunggu vaksin turis domestik akan ada tapi tidak seramai biasanya. Menurut saya karena bepergian sekarang terasa lebih mahal karena harus bayar biaya rapid test dan juga urus-urus dokumen. Tidak sepadan kalau sekadar mau liburan hanya seminggu. Sedangkan untuk turis asing semua bergantung pada negara-negara lain, kapan mereka akan percaya Indonesia sudah aman. Beberapa negara sekarang sudah mulai membuka perbatasan, contoh negara-negara Uni Eropa. Itu pun hanya untuk sesama negara Uni Eropa yang dirasa sudah bisa mengendalikan keadaan dengan baik. Belum lagi perekonomian di luar negeri juga sama-sama hancur, jadi saya rasa orang-orang luar juga akan lebih mementingkan untuk kebutuhan pokok dibanding untuk liburan ke luar negeri yang jauh-jauh."
Berapa biaya liburan ke Bali?,"kunci untuk liburan hemat di Bali: SILATURAHMI. pengalaman pertamaku liburan di Bali 5 hari cuma habis 2juta inc. tiket pesawat. pengalaman pertama nginep dua hari di hotel, dua hari di rumah teman. makanan hemat masih sangat berlimpah asal ga pernah malu tanya harga dan dagingnya (halal). motor dikasih pinjam sebebasnya sama temen. fyi tiket wisata Bali murah murah (kecuali uluwatu dan besakih) untuk hotel masih banyak yang nyediain 200an per malam dan makan sehari 100ribu masih bisa banget. pengalaman kedua liburan seminggu agak boros(sekitar 5jt) karena milih pesawat citilink ketimbang airasia (paling murah). hotel 250permalam dan makan bisa 150perhari. sewa motor 50 ribuan per hari. sisanya tiket masuk dan oleh oleh."
Manakah tempat favoritmu di Bali?,"Hahahha saya ingin menjawab saja, sesuai hati nurani, bagiku yang paling menarik dari semua tempat di Bali adalah Canggu Canggu Tempat yang tidak boleh disepelekan oleh siapapun yang ingin membangun bisnis di Bali. Beberapa alasan yang aku anggap paling top untuk menjadikan Canggu favorit di BaliCanggu tersedianya makanan murah meriah, warung bertebaran, kamu makan bebas bersama para turis di warung, restoran mahal lebih banyak dan tidak perlu pusingMain surfing bagi pemula yang paling asoy di Bali.Tidak banyak orang berwajah Jakarta di tempat ini, lebih tepatnya sedikit sekali orang berhidung pesek di tempat ini.Tempat party yang paling asoy, kalo kamu jos dompetnya boleh coba finns di Berawa, atau kalo mau asyik-asyiknya di Old Mans Bar, tempat favoritku.Bisa banyak pilihan untuk bertemu calon investor atau digital marketer.Kecil dan bisa dijangkau dari tempat yang banyak.Canggu banyak villa, dan Guest House, bukan hotel-hotel besar, ini lebih menarik untuk di jadikan tempat berlibur.Aku pikir cukup dululah…. Nanti aku tambahin poto-poto menarik kalo udah ada yang tertarik."
Mengapa sekolah di Bali banyak liburnya?,"Untuk awalnya bisa dilihat, Bali itu berarti banyak libur. Jadi, sangat wajar jika kami memiliki jumlah libur yang lebih banyak dari daerah lain di Indonesia. Wkwkwk Jumlah libur ditentukan oleh pemerintah, jadi Bali memiliki liburan nasional dan pemprov. Yang dari pemprov biasanya hari besar Hindu. Kalau dijadikan daftar mungkin seperti ini liburan tambahan di Bali. Galungan (3 hari) setahun 2 kali. Kuningan (2 hari) setahun 2 kali. Siwaratri (2 hari) setahun 1 kali. Pagerwesi (1 hari) setahun 2 kali. Nyepi (3 hari) setahun 1 kali."
Apa saja tempat wisata yang menarik untuk dikunjungi di Bali?,"Lima doang? Di Bali itu wisatanya ratusan, kayak wafer tango aja. Jadi bingung mana yang harus dipilih. Hmmm, apa ya lima yang wajib dikunjungi? Saya baru tinggal di Bali kurang lebih 2,5 tahunan. Berikut 5 top destination menurut saya sih.Pura Luhur UluwatuJatiluwih Rice TerraceGunung BaturNusa LembonganPantai MelastiFoto dan alasannya kenapa menyusul ya… hehe."
Kapan pariwisata Bali akan dibuka?,"Sebetulnya pariwisata Bali bahkan tidak pernah betul betul ditutup, terkecuali penerbangan Internasional yang merupakan pintu gerbang masuk wisatawan asing yang masih ditutup hingga sekarang. Untuk penerbangan domestik atau pintu masuk Bali melalui jalur darat masih dibuka, tentunya dengan penerapan protokol kesehatan dan syarat masuk yang ketat. Kami beberapa bulan belakangan bahkan masih tetap melayani wisatawan domestik dengan intensitas yang sangat sangat rendah, mungkin hanya sebulan sekali. Dikarenakan Pandemi, serta penurunan kondisi ekonomi secara umum, ditambah syarat masuk yg ketat tentu menjadi pertimbangan bagi wisatawan untuk datang ke Bali. disamping itu, banyak layanan/aktivitas/atraksi & Daya Tarik Wisata yang juga tidak dibuka sehingga mengurangi pengalaman wisatawan saat berwisata.Awalnya ada rencana pariwisata akan dibuka kembali awal tahun 2021 lalu kembali mundur, hingga terakhir kunjungan Pak Jokowi ke Bali menyebut Pariwisata akan diusahakan untuk dibuka kembali pada bulan Juni — Juli Pemerintah sebetulnya sudah banyak melakukan Langkah kongkrit, seperti digenjotnya Vaksinasi terutama untuk pelaku Pariwisata di BaliSelain itu dibukanya tiga pusat Pariwisata Sanur, Nusa Dua dan Ubud sebagai Zona Hijau awal juga cukup tepat dilakukan. Ditambah penerapan sertifikat CHSE untuk usaha pariwisataMenurut saya pribadi , untuk saat ini semua langkah yg diambil pemerintah terkait pariwisata sudah cukup tepat. Tidak ada yang instan, untuk menormalkan kembali pariwisata pasca pandemi, tentu butuh proses, apalagi Bagi Bali yg merupakan Ikon Pariwisata Indonesia, sangat riskan jika tergesa gesa, Nama baik pariwisata Bali dan Indonesia yang menjadi pertaruhannya Wisatawan yang datang ke Bali butuh dan wajib dijamin keamanan/kesehatan saat mereka berlibur begitu juga masyarakat Bali sendiri yang akan berhubungan langsung dengan pariwisata dan wisatawan. sehingga wajar pemerintah berusaha untuk betul betul menjamin kondisi siap dan memungkinkan sebelum membuka kembali pariwisata. Tidak hanya masyarakat Bali, Pemerintah sendiri pasti sangat ingin pariwisata kembali normal, Bayangkan saja berapa devisa negara yang hilang dari tiadanya pariwisata Bali. Selain itu, meskipun pariwisata internasional segera dibuka tentu tidak akan langsung kembali normal seperti semula, mengingat pandemi ini tidak hanya membuat keok ekonomi dalam negeri, tapi juga hampir semua negara di dunia. Pada akhirnya kita semua, terutama pelaku pariwisata harus tetap bersabar dan berdoa semoga pariwisata Bali & Indonesia segera kembali seperti sediakala."
Apa tempat dugem terbaik di Bali?,"Mbak sherly kebetulan saya udah lama banget ga di Bali lagi jadi udah kudet ama tempat kekinian. Saya jawab menurut pengalaman saya aja waktu dulu ya~ Favorit saya:La Favela. Selain karena deket dan waktu itu sih masuknya masih gratis yah tinggal tunjukin KTP aja jadi saya cukup sering tuh waktu itu mampir. Emang rame banget sih tapi rata-rata jadi berbaur semua gitu loh, lagunya pun enak enak cenderung banyak remix top hits gitu… jadi kalo lagi gila bisa sambil jingkrak-jingkrak karaokean ga jelas wkwkwkwk waktu jaman dulu sih paling sering yang dimainin hip-hop yah ga tau deh sekarang. Terus satu lagi… Banyak yang cakep 🤗Dari segi venue:Mirror. Venue nya luas dan bagussssss bgt menurut saya ya, kebetulan karena dulu saya dan temen-temen tu adalah rakyat kosan, jadi beberapa kali masuk ke dalam minta free-pass sama temen yang kebetulan lagi kerja pas event di sono aja wkwkwkwk karena entry-in aja waktu itu kalo nggak salah 200an apa yah. Dan beberapa kali ke sana kebetulan selalu pas event yang nyetel EDM, um saya jujur nggak gitu enjoy sama musik EDM tapi intinya saya cukup nyaman sama suasana di dalam aja, interior dan lightingnya bener-bener okeh!Dari segi harga:Tentu aja Sky Garden di Legian wkwkwkwk ini kalo buat rame-rame segenk ama temen-temen tu seru. Jadi bayar tiket masuk tu udah dapet satu free drink yang bisa kamu pilih, tapi kalo saya biasanya ambil yang bir soalnya kalo bir waktu itu bisa dapet dua botol wkwkkw lah aus, enggak, males aja mabuk-mabuk biarin temen-temen yang dari Jakarta aja yang lagi pada galau menolak sober. Karena one concern, Legian tu turis-turisnya seringan pada rusuh. Baik turis domestik ama ‘bule’ suka agak agresif sih nempel-nempel random gitu lagi joget… bukan soal pelecehan aja soalnya, beberapa kali ada laporan copet juga wkwkwkwk makanya kalo clubbing daerah Legian lebih nyaman jalan rame-rame ya cewe dan cowo, tim gila bareng tapi saling jaga.Dari segi pengalaman yang seru:Bali Joe dong. Sering ada perform dari cowok-cowok itu dan Lady Gaga jadi-jadian di sini wkwkwkw seru deh. Kita nyebutnya jalur gazza. Sebagai cewek saya lebih merasa nyaman karena jarang ada laki yang pervert di sini :pDan buat melepas penat dengan vibe berbeda:Apache Raggae Bar. Karena saya emang suka joget santuy~Sebenarnya banyak banget ya, tapi yang saya sebutkan di atas berdasarkan momen yang paling berkesan buat saya pribadi aja waktu dulu. Kalo mo tempat-tempat dengan label keren dan gaul bisa ke beach club aja yang lagi ada event ajojong… paling banyak sih biasanya Pothead, Kudeta dan Finns."
"Apakah benar Bali hanya enak sebagai tempat wisata, tapi sama dengan kota-kota lainnya jika untuk bekerja dan mengembangkan usaha? Mengapa?","Semua tergantung usaha dan profesi yang anda jalani disini. Jika memang profesi anda cocok ataupun bisnis anda sejalan dengan market, ya sebenarnya Bali bisa memberi kesempatan yang lebih baik daripda daerah lainnya. Contoh dari sisi profesi yakni driver online. Menurut saya pribadi kerja sebagai driver online di Bali lebih menguntungkan daripada di Jakarta sekalipun. Memang di Jakarta kita bisa dapat ratusan ribu bahkan jutaan per hari, tapi disana kondisi lalu lintas sangat macet disaat normal dan cost untuk bensin dan maintenance kendaraan juga lebih tinggi. Di Bali saya bisa mendapat pendapatan yang sama dengan Jakarta dan tentunya dengan cost yang lebih sedikit karena lalu lintas masih tergolong lebih lancar dan menekan konsumsi BBM. Belum lagi jika kadang saya mendapat langganan dari driver online yang minta kita antar jemput offline ataupun wisatawan baik domestik atau internasional yang minta trip harian. Mungkin jika di Jakarta agak susah saya dapat trip offline seperti itu. Kemudian dari sisi bisnis, jika anda bisnis kuliner disini sangat profitable. Lidah orang Bali sudah sangat familiar dengan makanan luar daripada makanan asli Bali sendiri sehingga anda bisa membuka bisnis makanan lebih mudah. Terlebih masyarakat Bali sendiri lebih cenderung ke segmen pariwisata sehingga lubang dari sisi kuliner dimanfaatkan oleh pendatang dengan baik. Jadi anda tidak perlu ragu soal makanan halal di Bali, wong pengusaha kulinernya 90% perantau muslim wkwkwk.. Anda jualan tipat tahu gunting dengan bumbu petis dan tauge rebus porsi kecil bisa dijual dengan harga 10rb rupiah dan dagangan anda laris. Begitu juga bakso. Bahkan ada anekdot di Bali dimana Orang Bali jual tanah beli bakso sedangkan orang luar jual bakso beli tanah. Tentunya semua ini juga ada syaratnya. Syarat utama, pariwisata lancar. Apabila seperti 2018 2019 kemarin wisatawan datang perekonomian bergerak. Ketika pariwisata macet, perekonomian Bali auto ambyar. Bahkan 2020 ini perekonomian Bali minus 9%, dibanding nasional yang mentok minus 3%. Omongan tamu saya sendiri yang bilang Bali akan aman karena dalam situasi apapun akan tetap selalu dikunjungi sedangkan daerah yang mengandalkan hasil tambang akan habis kelak sudah dibantah oleh Covid 19 ini."
"Jika Anda pernah ke Bali, daerah mana yang pernah anda kunjungi yang anti-mainstream di Bali?","Candi Tebing Tegallinggah, GianyarPada akhir tahun 2018, saya menghabiskan liburan akhir tahun ke Bali, Labuan Bajo, dan Makassar. Berhubung saya ini suka mencari tempat bersejarah yang anti-mainstream, saya mencari di google tentang tempat bersejarah di Bali yang jarang dikunjungi oleh orang. Ditengah-tengah pencarian, saya menemukan sebuah candi yang mendapatkan reviews sedikit namun lokasi dan arsitekturnya unik. Akhirnya, saya memutuskan untuk mengunjungi candi tersebut.Sesampainya di sana, saya sadar bahwa saya harus jalan melalui anak tangga untuk mencapai lokasi. Waktu itu saya ditemani oleh ibu saya dan tentu saja ibu menolak karena tidak kuat. Akhirnya saya bersama supir memutuskan kesana. Anak tangganya cukup licin jadi saya harus turun dengan hati-hati.Dinding-dinding candi dipenuhi oleh lumut-lumut & algae dan hanya sedikit orang yang kesana. Tidak ada turis mancanegara yang terlihat pas saya berkunjung ke Candi Tebing Tegallinggah. Mereka yang ada disana adalah orang lokal yang sedang memancing dan main gitar. Selama dicandi, saya harus jalan hati-hati karena permukaanya licin dan dibawah terdapat sungai dengan arus yang deras.Air yang memancur di candi sangat segar dan supir saya langsung meminumnya. Awalnya saya ragu-ragu untuk minum air tersebut. Namun karena penasaran akhirnya saya lakukan. Benar-benar fresh! Candi Tebing Tegallinggah ini mengingatkan saya kepada petualangan Indiana Jones. Suara-suara yang paling keras yaitu suara arus sungai deras dan disitulah saya merasakan ketenangan. Tidak ada tiket untuk masuk ke candi tersebut pas saya datang kesana. Namun baru tahun 2019 wisatawan harus bayar tiket untuk mengunjungi Candi Tebing Tegallinggah. [1]Candi ini diperkirakan dibangun pada masa Raja Sri Aji Paduka Dharmawangsa Marakata Pangkaja Stanattunggadewa (944-948 Saka/1025-1049 M). [2]Desa Tenganan, KarangasemTenganan merupakan satu dari 10 Desa Bali Aga yang merupakan tempat destinasi wisata. Pada pertengahan 2018, saya memiliki kesempatan untuk berkunjung ke Desa Bali Aga ini. Pas saya sampai kesana, suasana desa sepi dan turis-turis yang berkunjung ke sana cuma bule saja. Oh ya Bali Aga sendiri merupakan orang Bali yang masih memegang tradisi asli Bali sebelum gelombang migrasi Hindu dari Jawa ke Bali. Ini foto-fotonya:     Desa Trunyan, BangliPemandangan Desa Trunyan Kalau dilihat sekilas, Desa Trunyan itu tidak jauh berbeda dari desa-desa di Bali pada umumnya. Mengingat desa ini dihuni oleh Bali Aga, desa ini menyimpan tradisi yang unik yaitu prosesi pemakamannya.Tidak seperti pemakaman pada umumnya (Ngaben), penduduk Desa Trunyan menyimpan mayat di ancak saji dan mayat dibiarkan membusuk hingga tersisa tengkorak saja. [3]Koleksi Tengkorak.Pohon Taru Menyan. Pohon ini berfungsi untuk menetralisasi bau busuk di kuburan. Tadi saya sudah menjelaskan tentang Makam Desa Trunyan sekarang saya akan menceritakan pengalaman saya pribadi:Jadi pada pertengahan 2019, saya yang suka berkunjung ke tempat yang aneh-aneh memutuskan untuk pergi ke Desa Trunyan karena penasaran dengan makam disana. Sebelumnya, saya sudah mendengar bahwa di Trunyan itu banyak preman-preman nakal dan ibu saya bilang mending tidak usah ke Trunyan. Setelah beberapa bujukan, akhirnya ibu mengiyakan. Nah pas menjelang sampai ke Desa Trunyan jalannya itu masih belum beraspal.Sesampainya disana, banyak sekali pengemis-pengemis di Desa Trunyan. Untuk ke lokasi (makam), saya harus menyewa perahu sekitar Rp600.000 (saya agak lupa harga persisnya). Pas disana kebanyakan sih turis bule sedangkan turis Indonesianya tidak banyak. Ternyata pas sampai disana makamnya tidak terlalu besar. Saya asyik keliling makam sedangkan ibu saya menjadi penerjemah dadakan buat turis bule. Di sana banyak koin-koin yang berserakan di tanah dan saya langsung ambil buat dibawa pulang. Eh, sama tour guidenya ditegur dan disuruh mengembalikan koin ketempat semula karena nasib buruk akan menimpa saya. Akhirnya demi menghormati adat saya kembalikan lagi.Sama ada dua tempat di Bali yang anti mainstream yaitu Desa Blimbingsari dan Pura Goa Giri Putri.Salah satu ruas jalan di Desa Blimbingsari. Desa Blimbingsari adalah satu-satunya desa yang mayoritas dihuni oleh umat kristiani dan terkenal dengan kebersihan dan tertata rapih. Saya pernah menulis tentang desa ini disalah satu jawaban saya. Jawaban Naufaldi Anindya Pratama untuk Di mana desa paling menarik yang pernah kamu kunjungi?Pura Goa Giri Putri Nah untuk pura ini tergolong unik karena lokasinya di dalam gua. Bisa dibaca di jawaban saya Jawaban Naufaldi Anindya Pratama untuk Pernahkah kamu mengunjungi tempat ibadah agama lain?.Cerita tadi berdasarkan pengalaman pribadi saya. Memang saya sendiri mengakui kalau saya itu suka berkunjung ke tempat yang orang-orang jarang datangi. Tidak hanya di Bali saja, bahkan di Jakarta pun. Karena bagi saya berkunjung ke tempat tersebut merupakan travelling yang sebenarnya. Tempat-tempat wisata yang anti mainstream biasanya sepi dan disitulah saya bisa melakukan pengamatan yang lebih mendalam tentang lingkungan sekitar. Tidak hanya dilokasi, bahkan diperjalanan pun saya bisa melakukan hal yang sama. Terakhir saya ke Bali yaitu pada bulan Agustus 2020 dan menghabiskan waktu hampir sebulan. Kebetulan ayah ditempatkan disana dan sekarang sudah balik ke Jakarta. Walaupun begitu, sering ada keinginan untuk berkunjung ke Bali lagi. Semoga saja setelah pandemi ini berakhir, saya bisa kesana lagi.Catatan Kaki[1] Penemuan Lukisan Purbakala di Maros, Sulawesi Selatan, Tertua di Dunia[2] Dalam Keheningan Meditasi Bali[3] Menelisik Pemakaman Unik di Desa Trunyan Halaman all - Kompas.com"
