question,answer
Apa ciri-ciri penderita HIV/AIDS?,"Sama seperti Anda dan saya. Matanya dua, tangannya dua, kakinya dua. Seperti manusia biasalah pokoknya. Tidak ada ciri khusus yang bisa dilihat. Bisa jadi, temen cubicle sebelah Anda adalah penderita HIV/AIDS. Atau yang duduk di samping Anda di busway tadi pagi adalah penderita HIV/AIDS. Tidak ada yang tahu. Bahkan seringkali penderitanya sendiri tidak tahu dia menderita HIV/AIDS. HIV/AIDS adalah penyakit yang perjalanan penyakitnya sangat panjang. Artinya, mulai dari seseorang terinfeksi virusnya sampai munculnya gejala bisa sangat lama, bisa sampai bertahun-tahun. Tidak seperti flu, yang bila Anda terkena virusnya hari ini, besok Anda sudah flu. Maka adalah hal yang sangat wajar apabila seseorang tidak tahu bila dia menderita HIV/AIDS bahkan tidak terpikir untuk memeriksakan. Gejalanya awalnya pun samar, mirip-mirip penyakit lain, sering demam, sering flu, sering mencret. Dari mana Anda bisa tahu itu adalah gejala HIV/AIDS, bukan gejala penyakit lain? Bila sudah memasuki fase terminal memang ada tanda-tanda yang khas tapi biarlah itu menjadi ranahnya tenaga medis. Saya tidak akan beberkan di sini karena tidak ada gunanya untuk masyarakat awam juga, malah akan menambah stigma negatif. Lagipula sekarang sudah tersedia ARV (Anti Retro Viral) yang cukup efektif menurunkan gejala pasien HIV/AIDS sehingga mereka bisa menjalankan aktivitas sehari-hari seperti kita-kita yang sehat ini. Coba tebak-tebakan, di bawah ini mana yang menderita HIV/AIDS?Tidak tahu? Saya juga tidak tahu, karena penderita HIV/AIDS memang tidak ada ciri khususnya. Mereka benar-benar seperti Anda dan saya bahkan bisa jadi lebih sehat daripada Anda dan saya. Jangan mudah percaya dengan hoax yang menyebutkan tanda-tanda penderita HIV/AIDS! Terima kasih atas permintaan jawabannya Hajar Sumantri !"
Apakah ada orang yang kebal terhadap virus HIV?,"Iya, orang yang mempunyai dua CCR5 gen yang membuat suatu protein yang diperlukan untuk HIV bisa nempel lalu masuk ke T-sel (semacam sel darah putih) manusia itu, jika dua=duanya termutasi CCR 5 delta 32 ini menyebabkan virus HIV itu tidak bisa masuk kedalam T-sel itu, mereka kebal terhadap HIV.Sayangnya jangka hidup orang yang memiliki kedua CCR 5 delta 32 mutasi risiko kematiannya lebih tinggi 21% daripada orang yang tidak mempunyai mutasi ini CCR5-∆32 is deleterious in the homozygous state in humans"
Apakah LGBT termasuk penyakit?,"Assalamualaikum bu Maaf mengganggu waktunya bu, saya izin tidak masuk kelas ibu hari ini, saya sedang sakit gay. Terima kasih banyak atas pengertiannya bu🙏"
Apa benar jika HIV/AIDS itu merupakan penyakit yang sulit (kemungkinannya kecil) untuk menular pada orang lain?,"HIV/AIDS tidak sulit untuk ditularkan. Tetapi, memang virus ini cukup mudah untuk dimatikan di lingkungan biasa. Berbeda dengan virus hepatitis B misalnya yang lebih bisa bertahan lama di luar tubuh. Kalau dibandingkan diantara kedua virus tersebut memang hepatitis B lebih mudah menular dibandingkan HIV. Tetapi, HIV secara umum mudah menular. Jika sulit menular, tentu tidak akan menyebabkan pandemi HIV saat ini. Sebagai referensi tentang HIV/AIDS, dapat dilihat pada artikel di bawah ini: https://caiherang.com/aids-infeksi-hiv/"
"Bagaimana pengalaman mencintai teman ""straight"" bagi mereka yang gay/lesbian?","Akan sedikit panjang, jadi mohon bagi pembaca agar bersabar. Saya laki-laki 19 tahun, dan berasal dari keluarga religius. Ayah saya memiliki jabatan di gereja lokal, demikian saya pun aktif dalam pelayanan sebagai pemuda di gereja saya sejak umur 14 tahun. Memiliki perasaan terlebih kasih sayang kepada sesama laki-laki tidak pernah terpikirkan oleh saya sejak kecil. Malah, saya suka dengan 2 anak perempuan selama TK-SD. Mungkin juga karena lingkungan religius membuat wawasan saya sempit untuk hal-hal seputar orientasi seksual. Waktu itu tahun 2012, saya kelas 3 SD dan ada sebuah keluarga yang baru pindah ke kota saya dan menjadi anggota gereja kami. Keluarga pendeta yang sangat religius tapi asik (tidak radikal). Saya berteman dengan anak pertama di keluarga itu, anak sulung dan satu-satunya perempuan. Kami jadi sahabat dekat sampai sekarang tanpa drama sama sekali. Tapi ini bukan tentang kami, ini tentang saya dan anak kedua (laki-laki) di keluarga itu. Sebut saja namanya Maio. Maio dan saya mulai berteman sejak masih sekolah minggu di gereja (usia 10 tahun). Singkat cerita kami jadi sangat akrab dan dekat, sampai sering dipisahkan oleh guru sekolah minggu karena selalu ribut(bermain-main) kalau sudah ketemu. Masuk bangku SMP, kami tak sedekat itu lagi. Sekolah kami berbeda tapi berdekatan. Kami sering berpas-pasan di halte bus tapi tidak pernah berteguran. Agak aneh ya kalo dipikir-pikir lagi, yang dulunya sedekat itu bisa saling acuh tak acuh. Kerenggangan kami itu tak berlangsung lama, hanya sampai di tahun-tahun awal SMP saja. Kami mulai dilibatkan dalam berbagai kegiatan dan pelayanan di gereja. Maka mau tak mau kami jadi sering bertemu bahkan berkolaborasi. Kami jadi sering meluangkan waktu berdua saja karena bisa dibilang, saya dan Maio adalah remaja paling aktif di gereja kami. Hanya kami berdua yang tertarik untuk dilibatkan dalam pelayanan di gereja. Mulailah pertemanan kami kembali hangat seperti dulu lagi. Kedekatan saya dan Maio membuat kami sering ke rumah saya atau rumahnya, sekedar main bareng atau bernyanyi. Dia mengiringi saya dengan gitarnya, sementara saya bernyanyi. Kami suka melewati malam dengan cara itu sampai ada yang mengantuk. Lalu salah satu harus tinggal menginap. Itu juga yang membuat saya dekat dengan keluarga Maio. Sampai ibu Maio sering memberikan saya hadiah tanpa sebab, salah satunya selimut yang masih saya simpan hingga saat ini. Begitu pula keluarga saya kepada Maio. Pada tahun terakhir SMP, saya mulai merasa aneh terhadap hubungan saya dengan Maio. Saat itu Maio masuk SMA lebih dulu sebelum saya. Dia punya banyak teman baru dan saya cemburu berat setiap kali dia lebih memilih bersama mereka dibandingkan saya. Sudah tak terhitung lagi ada berapa pertengkaran yang membuat kami tak teguran. Tapi saya dan Maio selalu selesaikan masalah kami walaupun selalu ada masalah baru lagi (seperti putus-nyambung). Karena semakin cemburu dan marah, saya sadar tak hanya jatuh cinta, tapi sudah sangat menyayangi Maio seperti kekasih jiwa saya. Itu terjadi bukan dalam satu waktu atau kejadian yang singkat. Saya sadar setelah pengalaman panjang melayani di gereja bersama (apalagi hanya berdua), saya sangat nyaman berada di sekitar Maio. Lebih dalam lagi saya mengenali Maio, lebih dalam lagi saya mengasihi dia. Akhirnya setelah semakin cemburu dengan Maio yang lebih suka bermain dengan teman-temannya, saya menyatakan perasaan yang sudah terlalu lama disembunyikan. Saya utarakan semuanya waktu kami sudah sama-sama lulus SMA. Saya menunggu malam natal, di saat ibadah selesai dan mengajak dia ke samping gereja yang agak sepi. Di sanalah kami berdiri saling canggung agak berjauhan. Sejak awal, saya sudah mengira kalau Maio tak akan menerima saya. Sedekat apapun kami, sebanyak apapun waktu kami luangkan berdua, sebanyak apapun baju kembar yang kami punya, tak akan membuat dia menyukai laki-laki. Terlebih lagi dia adalah anak pasangan pendeta. Maka di akhir pengakuan saya kepada Maio, saya titip sebuah pesan. Kira-kira saya bilang ini:Coba lihat telapak tanganmu. Aku minta tolong buat terakhir kalinya, tolong jaga tangan ini. Tangan yang hangat, yang selalu pengen kugenggam. Tangan yang suka berbuat baik dan menolong orang. Suatu saat nanti tolong pilihkan orang yang tepat untuknya, untuk ia genggam. Tolong pilih orang yang cantik dan baik untuk menemaninya.Benar saja, setelah semua pengakuan saya dia hanya bilang:Aku pengen jadi temen aja, kaya yang lain juga.Saya langsung cela dia:Tapi aku engga, aku gabisa lagi. Perasaanku ke kamu udah terlalu jauh.Sejak saat itu saya tidak menyapanya lagi, sebagai usaha biar bisa move on. Dia juga tidak menyapa saya lagi, walaupun dia orang yang ramah & ekstrovert tidak seperti saya pendiam. Ada satu hal yang perlu saya tambahkan, kami tetap melayani bersama di gereja sampai sekarang ini. Kami tetap menjaga agar masalah pribadi kami tidak mencampuri lingkungan pelayanan. Sebenarnya tak mungkin tapi kalau dia baca ini, saya mau sampaikan kalau perasaan saya masih sama seperti dulu. Walau sudah beberapa tahun, rasanya sudah tak ada ruang untuk cerita cinta yang baru. Saya akan selalu menyayangi kamu walau tak bisa bersama. Sehat-sehatlah! Saya tahu teman-temanmu suka merokok dan minum-minum. Jangan terpengaruh, saya tahu kamu bisa. Tetap layani Tuhan di gereja, jangan pergi dan membuat alasan. Saya dengar kamu juga sudah dapat pekerjaan. Selamat ya! Sungguh-sungguhlah di dalam kerjamu, selalu hargai orang lain. Kalau sudah pegang uang kelola dengan baik jangan boros dan habiskan untuk game online! Kalau belum terpikir untuk kuliah tak masalah, tapi mulailah rencanakan hidupmu untuk tahun-tahun yang akan datang. Saya sudah tak bisa memperhatikanmu lagi, jadi jagalah dirimu sendiri. Mungkin itu saja sedikit cerita hati saya. Saya sangat bersyukur bisa kenal dia, karena saya jadi makin kenal diri saya juga lewat teguran Maio dan benturan di antara kami.Terima kasih sudah membaca sampai selesai. Sebagai bonus ini foto terakhir yang saya abadikan dengan Maio :0"
Apa orang yang terinfeksi HIV bisa hidup sehat tanpa gejala dan pengobatan lebih dari 20 tahun?,"HIV secara khusus memang menyerang sistem imun namun progress utk menjadi AIDS dpat berlangsung lama yaitu 5–15 tahun. Jika dapat diketahui lebih awal bahwa seseorang terinfeksi HIV positif (dengan pemeriksan laboratorium) dan anamnesa dokter maka pengobatan dengan ARV (antiretroviral) dapat diberikan segera maka lifespan(masa hidup) pasien bisa lama , karena replikasi virus diperlambat sehingga untuk menuju ke fase AIDS juga lambat Karena sebanrnya yg membunuh bukan si HIV tapi AIDS nya"
Apa pendapat Anda tentang orang tanpa teman?,Ekslusif …..
Apakah poligami dapat menimbulkan HIV?,"Ini serius nanya gini? Baiklah, meskipun saya bukan ahli di bidang kesehatan, saya ingin coba jawab. Poligami bisa menimbulkan HIV HANYA JIKA salah satu dari pelakunya membawa virus HIV. Mau poligami atau tidak, selama terjadi pertukaran cairan dengan orang yang memiliki HIV, tentu bisa tertular. Begitu menurut hemat saya 😂"
Apakah LGBT mengancam keberadaan agama?,"Sudah saatnya agama merangkul umatnya yang berani mengakui bahwa dirinya LGBT. Dengan memandang semua manusia memiliki hak untuk hidup, maka mereka tetap diberikan kesempatan untuk berkarya dan mengambil peran dalam masyarakat. Namun, perlu diingat niat baik agama, jangan sampai disalahpahami oleh kaum LGBT. Hubungan mereka sampai kapanpun tidak akan pernah bisa diresmikan oleh agama dan semoga juga negara. Para orangtua dan orang-orang dewasa perlu diingatkan untuk bertanggung jawab pada pendidikan anak-anak mereka. Orientasi seksual anak perlu diarahkan pada ajaran moral agama dan jangan sampai ada trauma perlakuan atau pelecehan yang bisa mengakibatkan anak-anak mengambil orientasi seksual yang ""keliru"""
Mengapa belum ada obat untuk HIV?,"Obat apa yang dimaksud? Jika obat yang membuat orang dengan HIV tetap sehat dan tidak menular secara seksual itu uda lama ketemunya sejak pertengahan 90'an. ARV(Antiretroviral) namanya. Memang obat ini belum bisa membasmi HIV secara keseluruhan didalam tubuh namun ketika ARV di minum tepat waktu dan sesuai dosis maka orang dengan HIV bisa mendapatkan kembali status HIV Undetected Viral Load sama seperti orang yang tidak terinfeksi HIV. Long Acting Injection juga menjadi versi suntik dari ARV yang bisa dilakukan 1–2 bulan sekali, dan ini sudah di approve FDA pada Januari tahun ini. Dengan kemajuan pengembangan pengobatan saat ini Long Acting Injection bisa menyederhanakan pengobatan dengan orang dengan HIV menjadi 1–2 suntik dari yang sebelumnya harus meminum obat setiap hari. Mungkin jika yang dimaksud obat yang membasmi HIV secara keselurahan memang saat ini belum ada karena ketika fase akut HIV, HIV menggandakan diri sebanyak mungkin sebelum antibodi terbentuk, dan membentuk reservoir ini berada di dalam sel CD4 T memory jangka panjang dan tidak aktif menggandakan diri. Reservoir ini akan aktif menciptakan salinan HIV baru ketika penghentian pengobatan ARV dan ini menjadi tantangan pengembangan pengobatan HIV selanjutnya yang menjadi strategi 'Functional Cure' yang kondisi virus tidak berantas secara total namun bisa terkendali dan undetected viral load secara permanen seperti Elite Controller."
Apa itu virus rubella IgG?,"Proses Diagnosis Rubella Ruam kemerahan akibat rubella memiliki karakteristik yang mirip dengan ruam-ruam lain. Guna memastikan diagnosis, dokter biasanya mengambil sampel air liur atau darah untuk diperiksa di laboratorium. Tes tersebut digunakan untuk mendeteksi keberadaan antibodi rubella. Apabila terdapat antibodi IgM, berarti Anda sedang menderita rubella. Sedangkan keberadaan antibodi IgG menandakan bahwa Anda pernah menderita rubella atau sudah menerima vaksinasi. Pemeriksaan rubella juga bisa dimasukkan dalam serangkaian tes prenatal untuk ibu hamil, khususnya untuk yang berisiko tinggi. Pemeriksaan ini dilakukan melalui tes darah. Jika ibu hamil didiagnosis menderita rubella, pemeriksaan lanjutan yang mungkin dianjurkan adalah USG dan amniosentesis. Amniosentesis adalah prosedur pengambilan dan analisis sampel cairan ketuban untuk mendeteksi kelainan pada janin."
Bagaimana rasanya tidak punya teman?,"Sedih Rasanya Saya memiliki kepribadian cenderung pendiam namun jika sudah akrab saya akan ngoceh secara random. teman yang sangat saya percayai sudah tidak akrab lagi. Saya sering mengubunginya mengajak untuk pergi namun dia sering tidak merespon. Saat ini saya berusaha untuk intropeksi diri saja mengapa keadaan seperti ini. Sebenarnya saya masih punya teman namun bisa dihitung jari dan diluar kota. sempat saya mencari teman secara daring namun juga tidak bertahan lama. Kesedihan masih saya alami sampai saat ini, menangis di dalam kamar kosan, begadang bahkan berhalusinasi. Terkadang ketahuan anak kos ketika menangis dan itu membuat saya malu. Saya tidak punya sosok yang bisa saya ajak sharing dan bercerita. Setelah mundur kebelakang ternyata saya sering mengerjakan tugas, makan, bermain sendiri dan asik dengan dunianya sendiri.Namun jika ada teman yang minta tolong dan curhat tetap saya ladeni karena sejatinya manusia juga mahkluk sosial. Apalagi ketika skripsi, sebenarnya saya juga punya masalah namun saya tidak bercerita. Karena menurut saya bercerita dengan menuangkan di kertas kemudian menulisnya sudah cukup membuat lega. Untuk mengerjakan langkah lain jujur saya saat ini mulai takut untuk bertanya. Rasa ketakutan dan kekhawatiran, cemas masih menghantui sampai saat ini. Saya berhenti berobat untuk mengatasi kesehatan mental saya. seharusnya saya terapi namun karena orangtua kurang mendukung karena saya priksa ke psikiater secara diam-diam ibu saya tidak menyetujuinya dan menganggap jika ke psikiater maka akan dikira orang gila. Saya tidak apa dibilang Gila, Stress atau aneh. Saya nikmati saja apa yang sudah ada saat ini. Saya menghabiskan waktu sendiri dengan berkeliling kota solo jika gabut. Ternyata seru rasanya. Bukan berarti saya ansos ya, saya masih bisa dan berupaya berkomunikasi meskipun saya orangnya kaku. Waktu saya habiskan untuk mengerjakan skripsi yang saat ini belum ada kejelasan, saya sedang ada masalah. Untuk waktu lain saya hanya menatap layar, menggambar atau membaca buku.menggambar di dalam kosanBerteman dengan KucingBersepeda sendiri dipagi hari Untuk saat ini saya biasakan diri untuk bergaul dengan semua orang entah bisa dibilang teman atau tidak. manusia akan singgah dan pergi karena memiliki kepentingan masing-masing. Tidak punya teman sejati tidak mengapa, cukup berbenah dan memperbaiki diri saja dan bersyukur. Sekian. Tambahan : Terimakasih atas masukan dan saran dari teman-teman quora. Saat ini saya sudah mencoba untuk legowo dan menemukan beberapa teman baru yang bisa menerima dan nerkomunikasi dengan saya walau tidak dekat hanya sebatas jika ada tugas dari dosen atau sekedar mengobrol dengan teman kosan. Sekarang saya malah nyaman dengan sendiri dan coba menggali apa yang saya sukai. Traveling sendiri Untuk berobat lagi saya belum lanjut karena masih banyak urusan dirumah saya takut menganggu orangtua hehe. Semoga teman-teman yang merasa tidak punya teman segera dipertemukan di circle mertemanan yang support dan positif🙏"
Bagaimana ciri ciri wanita idamanmu?,"wajib berkulit putih, gak tau kenapa saya suka sekali wanita putih yang bersih, berseri gitu ramping, at least ideal lah badannya gemuk dikit gak apa tingginya 157-165 biar pas ma tinggi saya 172 ceria dan asik diajak ngobrol"
Apa perbedaan rapid test HIV generasi ke-3 dengan generasi ke-4?,Tes HIV generasi 4 bisa mendeteksi antigen dan antibodi . Antigen yang di deteksi adalah protein P24 yang biasanya terbentuk setelah 2 minggu terpapar virus HIV . Tes HIV generasi ke 4 bisa mendeteksi kasus yang bersifat akut dan pengobatannya lebih cepat dilakukan.
Apa pendapatmu tentang orang yang memiliki HIV/AIDS?,"Dulu, saya bersama teman-teman saya sempat mendapatkan bekal pengetahuan terkait dengan HIV/AIDS. Oleh sebab itu, kita jadi tahu bahwa penyakit tersebut hanya menular melalui hal-hal seperti hubungan seksual dan jarum suntik. Nah, jika berbicara tentang kepribadian dari masing-masing penderita, yang saya tahu mereka punya cerita tersendiri dan cerita tersebut bisa dengan mudah di komentari oleh masyarakat sekitar sehingga ada yang merasakan tekanan karenanya. Di cibir. Di hina. Di kata-katai. Di takuti. Ya. Banyak dari kita yang memang bukan penderita HIV/AIDS termasuk saya. Akan tetapi, alangkah baiknya jika kita sebagai masyarakat Indonesia mencoba untuk belajar dan lebih mendalami bagaimana posisi mereka ketika berada di situasi seperti itu. Demikian."
Apa saja cara pencegahan HIV AIDS?,"Beberapa hal yang bisa dilakukan agar semakin sedikit orang yang terkena HIV AIDS yaitu dengan: 1. Menghindari Free Sexsebisa mungkin. 2. Usahakan hanya melakukan hunungan seksual dengan 1 pasangan. 3. Memberikan vaksinanasi jika ibu hamil positif HIV agar bayi kemungkinan kecil terkena HIV. 4. Tidak mendonorkan darah jika sudah terkena HIV Adapun usaha lain yang dapat dilakukan yaitu memberikan penyuluhan/informasi kepada seluruh masyarakat tentang HIV/AIDS, melalui penyebarassn brosur, poster-poster yang berhubungan dengan HIV/AIDS , dan melalui iklan di media massa baik itu media cetak/ media elektronik."
"Jika leukemia memproduksi sel darah putih yang berlebihan, dan virus HIV menginfeksi sel darah putih. Mungkinkah orang yang terkena leukemia sembuh dengan virus HIV?","Ckckck, keren-keren kan pertanyaan agan-agan Quora ini! *tepuk tangan Jawabannya: mungkin dan sudah terjadi! Perkenalkan, dr. Carl June.Dr. Carl adalah ilmuwan ahli imunoterapi yang sudah puluhan tahun meneliti imunoterapi untuk kanker. Pada tahun 1975 dr. Carl dipercaya untuk meneliti virus HIV. Pada tahun 1990-an ia pertama kali menelurkan ide tentang menggunakan HIV untuk menyembuhkan pasien kanker. Penelitiannya terus dilanjutkan dengan serius. Lahirlah CAR T cell therapy. Awalnya CAR T cell diujicobakan pada tikus lab, hasilnya menjanjikan. Ternyata ketika diujicobakan pada manusia, hasilnya berkali lipat jauh lebih baik. Apakah CAR T Cell Therapy? Adalah singkatan dari Chimeric Antigen Receptor T Cell Therapy. “Chimeric” diambil dari bahasa Yunani “chimaera” yang adalah dua binatang berfusi jadi 1. Kenapa disebut terapi ini disebut Chimaera? Karena dr. Carl memfusi sel T dan HIV. Mari kita pelajari dasarnya dulu.. Ada begitu banyak macam sel imun yang tergabung dalam leukosit/ sel darah putih manusia. Salah duanya adalah sel T dan sel B. (Jangan tanya kenapa dua huruf itu yang dipilih!) Sel T adalah sel imun yang galak, dia menyerang sel yang terinfeksi. Sel T inilah adalah sel yang diserang oleh HIV. HIV merombak DNA dari sel T menyebabkan sel T jadi kehilangan kegalakannya dan tidak bisa berfungsi. Sel B adalah sel imun penjaga, seperti perisai. Pada pasien ALL (Acute Lymphoblastic Leukemia), salah satu jenis leukemia yang terbanyak pada anak, sel B yang immatur dan disfungsi bereplikasi secara tidak terkendali. Jadi meskipun jumlahnya banyak tapi eror semua. Dr. Carl ingin menciptakan terapi kanker ALL ini dengan menggunakan keunggulan sel T yang agresif tetapi dia ingin agar sel T ini spesifik hanya menyerang sel B yang kanker ini saja. Dia ingin agar sel imun tubuh manusia bisa digunakan untuk menyembuhkan diri sendiri untuk mengurangi penggunaan kemoterapi yang menyiksa. Maka.. Dia menggunakan keahlian HIV (yang sudah dibuat non patogen) untuk:merombak DNA sel T agar sel T modifikasi ini menjadi specific killermempercepat replikasi sel T agar bisa bersaing dengan kecepatan replikasi sel kanker, menjadi fast killerHasilnya..BOOM! Sel T killing machine! Dinamai CAR T cell. Daannn…mau tahu yang lebih keren lagi? Karena menggunakan HIV yang bertahan seumur hidup, CAR T cell bertahan seumur hidup juga dalam diri pasien, mencegah pasien relaps lagi kankernya! Terapi ini sudah FDA approved dan mulai banyak dijadikan terapi pilihan pada ALL. Cara kerjanya Darah pasien diambil, sel T-nya diekstrak, dimodifikasi, lalu ditranfusikan kembali ke pasien, lalu kita tunggu dia bekerja.Efek Samping Ini pertanyaan sejuta umatnya ye kaann?? Efek samping yang sudah nampak adalah efek samping jangka pendek yaitu pasien bisa demam tinggi sekali sampai kehilangan kesadaran. Hal ini disebabkan karena setiap kali sel T bekerja dia memunculkan reaksi inflamasi dalam tubuh berupa kenaikan suhu. Tetapi hal ini sudah bisa diatasi dengan obat antiinflamasi. Sementara efek samping jangka panjangnya belum diketahui jauh karena memang terapi ini masih baru. Tapi hey, kalau 80% pasien berespon positif terhadap terapi ini, why not? Tanya saja pada Emily Whitehead melalui cerita berikut ini: Girl, 7, beats leukaemia with revolutionary treatment using HIV to re-wire her immune system Referensi: How HIV Became a Cancer Cure CAR T Cells: Engineering Immune Cells to Treat Cancer Terima kasih atas permintaan jawabannya Ibnu Fajar ! Suka dengan pertanyaan seperti ini karena bikin saya belajar banyak."
Bagaimana cara mendeteksi seseorang yang memiliki HIV?,"Selama belum ada di fase AIDS, orang dengan HIV positif tidak akan bisa dibedakan dengan orang normal. Keduanya akan tampak sehat dan tidak akan menunjukkan gejala yg berarti.Untuk mendeteksi apakah orang tersebut terkena HIV hanya bisa dengan dilakukan pemeriksaan secara medis. Pasien bisa berkunjung ke klinik VCT (voluntary counseling and testing) untuk bertanya, diskusi, dan tes HIV. Yang ingin saya tekankan adalah HIV sekarang termasuk penyakit yang controllable, yang berarti dia tidak akan ada gejala jika penyakitnya terkontrol dengan obat. Mirip seperti diabetes mellitus tipe II dan hipertensi. Angka harapan tinggi sampai 30 tahun dan terus meningkat. Terdapat pasien yang terdiagnosa tahun 1990, minum obat teratur, dan belum berkembang menjadi AIDS sampai sekarang."
Apakah bila kita divonis HIV positif maka kita tidak akan bisa sembuh?,"Pertama kata vonis sendiri tidak tepat untuk orang yang terinfeksi HIV, mungkin lebih tepat jika di sebut diagnosa. Kedua apakah seseorang bisa sembuh dari HIV? jawabanya bisa dengan catatan orang tersebut menerima transpalatansi sumsung tulang belakang yang memiliki mutasi genetik CC5 delta 32. Krusialnya CCR5 adalah pintu masuk HIV untuk menginfeksi sel T, dengan mutasi gen CC5 delta 32 maka orang tersebut akan kebal dengan HIV karena mutasi ini menonaktifkan reseptor CCR5 pada permukaan sel darah putih. HIV menggunakan reseptor ini sebagai pintu masuk ke dalam sel.Orang yang memiliki mutasi genetik ini biasa dari Eropa Utara. Ketiga, ada Elite Controller yang bisa dikatakan orang ini terinfeksi HIV namun dia tidak melakukan perawat ART (Minum obat ARV). Sistem imun mereka bisa menjaga tingkat Viral Load (jumlah virus dalam darah) sangat rendah/tidak terdeteksi ketika di tes dengan PCR/RNA/NAAT. Keempat ada juga Post Treament Controller, yang dikatakan orang ini mengonsumsi ARV hingga beberapa waktu, setelah itu dia berhenti karena kondisi tertentu dengan pengawasan dokter, namun tingkat VL tetap tidak terdeteksi walaupun engga minum ARV lagi. Kelima, jika seseorang memang resmi didiagnosa HIV, memang ga bisa bohong ada perasaan marah, kecewa, sedih, menyesal, namun semua itu tidak akan mengubah kenyataan, langkah terbaik bagi orang itu adalah segera ARV sebelum IO datang, sebelum AIDS, dengan segera ARV maka kondisi tubuh akan tetap sehat, dan ketika VL tidak terdeteksi maka penularan secara seksual tidak terjadi, Hal ini sudah dibuktikan dengan penelitian diantara kelompok heteroseksual dan homoseksual, dan mereka melakukan seks hingga ribuan kali namun tidak ada penularan sama sekali, jadi batas aman yang digunakan sebagain acuan VL tidak terdeteksi adalah <200 copi. Keenam, ketika orang yang didiagnosa HIV dan sudah terapi ARV, maka jumlah virus akan tertekan hingga sedikit maka disitu secara lambat laun jumlah CD4 akan meningkat (sesuai dengan gaya hidup sehat). Rujukan normal CD4 orang sehat adalah (450–1600) dan hebatnya orang dengan HIV bisa mencapai CD4 diatas 400 dengan rutin minum ARV tepat waktu dan tepat dosis, dan pada akhirnya mereka akan bisa memelihara kesehatan mereka sama seperti orang yang tidak terinfeksi. Dalam dunia HIV terdapat 2 isitilah sembuh yang berbeda, yaitu : Functional Cure : Mampu mengendalikan replikasi virus sehingga tetap ga terdeteksi ketika diuji dengan PCR RNA tanpa minum obat ARV. Jadi orang tersebut dapat remisi panjang dari ARV dan hidup sehat seperti orang HIV negatif. Sterilizing cure : Mampu menghilangkan virus secara total dalam tubuh, dan sembuh ini menjadi impian banyak orang dengan HIV. Kunci pengobatan HIV adalah membuat ODHA/ODHIV menjadi 'SEHAT' bukan untuk 'SEMBUH'."
Mengapa kamu anti LGBT?,"Alasan saya anti LGBT karena itu adalah pemikiran yang tidak masuk akal dan saya percaya bahwa para pelakunya tidak menghargai apa alasan lawan jenis hidup di bumi sebagai penyeimbang hidup. Mereka (terutama pria) tidak peduli akan kewajiban mereka untuk menghasilkan keturunan yang berkualitas. Kalaupun mereka berhasil menghasilkan keturunan, mungkin hari ini kita melihat keturunan pasangan LGBT tumbuh sehat. Tapi, saya perkirakan, anak tersebut tidak akan hidup bahagia bahkan bisa sakit-sakitan sampai dewasa. Itu menurut saya. Kalaupun mereka menjadi LGBT karena faktor alami bahkan sudah terlihat tanda-tandanya dari kecil, kita tidak bisa terlalu menuntut dia berubah dengan cepat walaupun kita sangat berharap dia bisa menjadi manusia normal. Itu karena butuh niat kuat dan tulus dari pelakunya sendiri agar dia menjadi manusia normal. Tapi, dengan membuat dia tahu alasan pria dan wanita lahir dengan karakteristik umum yang berbeda serta apa kelebihan umum pria (misalnya, mengangkat beban berat serta mengerjakan satu pekerjaan dengan cepat) dan wanita (misalnya, mengerjakan banyak pekerjaan dalam satu waktu dengan baik dan tahan sakit) yang bisa berguna untuk kehidupan sehari-hari, maka itu dapat mengurangi niatnya untuk melakukan hubungan terlarang (bagi saya) tersebut. Tambahan: Saya berharap pihak Quora dan semua orang mau menghargai jalan pikiran saya yang satu ini karena manusia di seluruh dunia hidup dengan jalan pikiran yang berbeda-beda. Dan bagi saya dan beberapa orang lainnya, paham anti LGBT sebenarnya juga termasuk pemikiran yang baik juga."
Apakah penyakit HIV/AIDS hingga sekarang belum dapat disembuhkan?,Saat ini beberapa cara eksperimental sudah melaporkan beberapa kasus yang berhasil disembuhkan. Salah satunya adalah dengan transplantasi stem cell. Terkenal dengan Berlin dan London patient. Tapi risikonya sangat tinggi sehingga tidak dianjurkan untuk digunakan.
