question,answer
Apakah aman menggunakan vitacid untuk menghilangkan jerawat?,"Izin menjawab, selama saya menggunakan vitacid aman kok dan jerawat saya juga sembuh, namun jika akan menggunakan vitacid untuk pertama kali disarankan menggunakan dosis yang rendah (disarankan oleh apoteker dan yang pernah menggunakan vitacid), semoga membantu."
Bagaimana cara menghilangkan bekas jerawat yang efektif?,"Halo, cara menghilangkan bekas jerawat berdasarkan pengalaman saya yaitu memakai scrub sebelum mencuci muka saat mandi. Bisa dilakukan 2–3 kali dalam seminggu. Namun jangan setiap hari karena dapat mengikis permukaan kulit. Merk yg bisa saya rekomendasikan yaitu St.Ives yg rasa oatmeal. Produk bisa didapatkan di wattsons atau toko kosmetik lain. Harga cukup terjangkau, mulai dari 50rb tergantung toko. Atau kalau mau yg alami dan murah juga ada, yaitu memakai gula pasir+madu. Namun saya belum pernah mencobanya. Sekian dan terimakasih"
Apa penyebab jerawat bisa tumbuh banyak di wajah?,"Hal-hal ini yang membuat wajah saya berjerawat parah dulu.Minyak berlebih. Jadi tipe wajah saya ini tipe oily yang disebabkan genetika yang diturunkan oleh ibu saya. Jerawat sering sekali muncul meskipun tidak saat akan datang bulan. Dan beberapa produk skincare yang saya coba tidak berpengaruh pada minyak wajah saya.Tidak menggunakan sunscreen. Dulu karena saya tidak terlalu mengutamakan penampilan, saya hampir tidak memakai kosmetik apapun kecuali bedak bayi. Tapi kemudian saya mencoba menggunakan sunscreen dan hasilnya luar biasa. Jerawat mulai tidak terlalu banyak dan wajah saya terlihat lebih bersih.Salah Obat. Karena jerawat parah, saya mulai browsing obat apa yang bisa menyembuhkan jerawat saya. Di blog dan youtube, saya menemukan satu produk yang banyak sekali direview. Vitacid. Tapi ini benar-benar tidak cocok dengan wajah saya. Bukannya hilang, jerawat semakin tumbuh banyak dan memerah.Kurang perhatian pada barang-barang yang bersentuhan dengan wajah. Contohnya handuk badan saya gunakan untuk mengusap wajah sekalian. Atau sarung bantal yang lupa saya ganti. Saat mulai proses penyembuhan jerawat, saya mulai teratur mengganti sarung bantal seminggu sekali (biasanya saya pasang alarm agar tidak lupa) dan membeli handuk khusus yang hanya saya gunakan untuk wajah. Jika kamu memakai jilbab, pastikan jilbab yang kamu pakai sudah bersih.Memencet jerawat. Kebiasaan yang susah banget dihilangkan hehe. Hasilnya jelas, jerawat makin banyak karena cairan yang keluar saat memencet jerawat mengenai wajah bagian lainnya dan menyebabkan tumbuhnya jerawat-jerawat baru.Seingat saya itu saja. Jika saya ingat akan saya tambahkan lagi. Semoga bermanfaat."
Bagaimana caramu sembuh dari jerawat?,Saya mulai dengan basic skincare. Lalu saya rutin memakai obat dan masker organik ini 
Bagaimana cara mengobati dermatographia?,"Aku salah satu penderita dermatographia, selama tidak kegores kulitnya sih aman2 aja jadi tidak perlu diobati, hanya saja ketika kegores akan membekas dan terasa gatal, biasanya aku kasih minyak atau bedak gatal gitu, kadang kalau ada hand body atau yg dingin2 gitu ya aku pakai itu.. ak baru tau kalau itu dermatographia akhir2 ini.. dulu sih buat lucu2an tangannya ditulis2 gitu.. ternyata termasuk kelainan kulit :)"
"Bagaimana membedakan wajah ""glowing"" dengan wajah berminyak?",What is the difference between oily skin and glowing skin?
Benarkah obat generik tidak sebagus obat paten?,"Obat paten adalah obat yang dibuat oleh inovator (industri farmasi), yang telah melalui serangkaian uji selama belasan tahun dan menghabiskan dana sampai beberapa triliun dalam proses pengembangannya. Oleh karena itulah, inovator mendapatkan hak paten untuk memasarkan produknya sendirian selama batas waktu paten yang ditentukan (misalnya 20 tahun). Apabila masa paten tersebut telah selesai, maka industri lainnya memiliki hak untuk ikut memproduksi obat tersebut, baik dengan nama dagangnya sendiri ataupun sebagai obat generik. Kalau senyawa obatnya sama, lantas apakah yang membedakannya selain nama? Formulanya. Obat generik memiliki formula, yang digodok oleh timnya, yang cukup sederhana sehingga bisa dijual dengan harga yang murah. Sementara itu, obat generik bermerek mungkin memiliki formula yang bisa membuat obat memiliki performa yang lebih baik ketika dikonsumsi. Walaupun formula obat generik cukup sederhana, bukan berarti obat generik mengabaikan aspek efficacy dari produk yang dibuatnya. Sebelum produk obat diloloskan, ada parameter kualitas obat yang harus dipenuhi, yang sudah tercantum di Farmakope dan biasanya juga dituangkan dalam Target Product Profile sebagai parameter yang ditetapkan industri pembuat obatnya. Oleh karena itu, industri farmasi memiliki divisi penjaminan mutu (Quality Assurance) yang dapat memastikan bahwa produk yang dibuatnya telah memenuhi aspek efficacy dan safety sehingga layak untuk diedarkan dan dikonsumsi pasien yang sakit. Selebihnya, kemasan pada obat generik bermerek juga dibuat menarik, dengan strategi pemasaran yang ciamik sehingga orang menjadi teringat dengan produknya dan membeli produknya ketika sedang sakit, ketimbang harus menghapal nama bahan aktif dari obat itu. Sehingga, sebagai kesimpulan, obat generik dengan obat generik bermerek pada dasarnya adalah sama."
Mengapa wajah saya bruntusan?,"Kemungkinan tidak sering dicuci wajahnya setiap sehabis beraktivitas, kalau kalian sudah terlanjur mengalami bruntusan. Langsung aja hilangin dengan cara ini guys, dicoba aja semoga berkhasiat :) Cara Paling Ampuh Menghilangkan Bruntusan di Wajah"
Apa saja hal-hal yang membuat seseorang tidak sembuh-sembuh dari wajah yang berjerawat?,"Hal Aneh yang Bisa Bikin Wajah Berjerawat(Foto: thinkstock) Penyebab wajah berjerawat bisa jadi karena makanan tak sehat, higienitas, hormon bahkan genetik. Namun ada beberapa hal tak biasa yang juga bisa memicu jerawat. Apa saja? Berikut beberapa faktor aneh yang bisa menyebabkan jerawat, seperti 1. Ponsel Menelepon dalam waktu lama dapat menyebabkan kulit mengeluarkan minyak. Bila minyak tersebut bercampur bakteri yang sudah ada di layar ponsel, maka siap-siap saja wajah akan berjerawat. Biasakan untuk membersihkan ponsel dengan kertas tisu setelah percakapan dan sebelum menggunakannya kembali.  2. Travelling Travelling adalah salah satu penyebab di balik masalah jerawat. Pernahkah Anda memperhatikan mengapa ada jerawat pada kulit setelah melakukan perjalanan jauh? Nah, hal ini bisa terjadi karena perubahan iklim, makanan air dan lain-lain. Jika Anda bepergian lewat jalur udara, maka lingkungan dengan kelembaban yang sangat rendah dapat menyebabkan sekresi minyak berlebih yang mengarah ke masalah jerawat.  3. Produk rambut Produk rambut biasanya tebal dan berminyak. Bahan kimia ini bisa saja merusak kulit saat Anda sedang tidur. Partikel-partikel tersebut akhirnya memblokir pori-pori kulit dan menyebabkan jerawat. Bahkan pemotongan rambut yang salah juga bisa memicu jerawat, seperti poni.  4. Pasta gigi Saat menyikat gigi, tak jarang pasta gigi menyebar hingga sekitar bibir dan wajah. Beberapa pasta gigi flouride adalah alasan jerawat pada orang dewasa. Bahkan natrium lauril sulfat dalam pasta gigi dapat menyebabkan iritasi kulit.  5. Menggosok wajah dengan tangan Ini adalah salah satu hal yang umum dan hampir dilakukan setiap orang. Tangan dipenuhi dengan kotoran dan kuman. Setiap kali Anda mengusap tangan di wajah, kuman menempel pada pori-pori kulit, sehingga menjadi rumah yang nyaman bagi kuman dan memunculkan jerawat. Jadi kalau jerawatmu tidak kunjung sembuh, coba cek kembali, apakah salah satu dari faktor diatas adalah penyebabnya . Hal Aneh yang Bisa Bikin Wajah Berjerawat"
Bagaimana cara menghilangkan bruntusan di area kening dan atas alis?,"Saya akan menyarankan produk saja ya, bagi saya ini cocok karna produk ini yg menghilangkan bruntusan saya pada saat itu.Murah meriah harganya yg 50ml cuman 25k. Pakai tipis2 saja tp rutin. Semoga bermanfaat"
Skincare apa saja yang ingin kamu rekomendasikan untuk kulit berjerawat dan kombinasi?,"Wah, pas banget nih pertanyaannya. Sebagai pemilik kulit kombinasi yang rentan berjerawat atau biasa disebut acne prone, saya sangat berhati-hati dalam memilih produk skincare. Setelah bertahun-tahun saya mencoba banyak produk skincare, akhirnya saya menemukan beberapa produk yang bisa bersahabat dan membantu merawat kulit saya yang rentan berjerawat ini. Huhu. Bare face (2017):And then (2020):Yang saya rekomendasikan adalah: 1. Cleanser (DOUBLE CLEANSER IS A MUST!!) Saya pakai ini nivea micellar water sama face washnya Cosrx Salicylic Acid Gentle Cleanser.Inget yaa untuk selalu double cleansing! Face wash yang sangat amat kurekomendasikan:Produk yang sangat berguna saat travelling:Karena praktis banget woiii udah gitu baunya enak banget. 2. Toner Toner fungsinya mengembalikan pH kulit. Saya rekomendasikan untuk acne prone skin tea tree toner dari TBS. Atau viva greentea. Boleh juga pakai ini (karena saya fokus di tekstur kulit)3. EssenceEssence fungsinya buat tambahan nutrisi ke kulit saja sih, sebelum masuk ke serum (yang notabenenya kandungan lebih aktif). Saya pakai benton snail essence inii. Bagus juga hasilnya di saya. 4. Ampoule / Serum Karena meski memiliki kulit combi, terkadang kulit saya kering gitu sehingga memerlukan perawatan untuk hydrating. Saya pakai ini dan bagusshh dalam menghidrasi dan meningkatkan skin barrier (biar engga gampang jerawatan dan sehat).5. Obat totol jerawatSaya rekomendasikan dua ini. Satu dari Larissa dan satunya dari Acnes. Hmmm lumayan laa meski butuh waktu ya. 6. Sheetmask Menurut saya sheetmask juga berpengaruh dalam penyembuhan kulit saya. Saat ini stok yang saya punya:Highly reccommended dari yang pernah saya coba: Mediheal varian tea tree dan holika holika tea tree atau greentea. 7. SunscreenJangan pernah lupa pakai suncscreen yaa. Pengunci dari segala kunci hahaha. Pemakaian rangkaian skincare and protection:Udah deh itu sajaaa. Bagi yang mau sharing atau tanya2 bisa follow lalu DM ke @ aidafajriya di ig yaa! Sekalian nambah teman hihihi☺️"
Dapatkah kamu berbagi pengalaman berperang dengan jerawat? Perawatan apa saja yang kamu lakukan?,"Jerawat tentu jadi musuh semua orang. dan saya kagum banget-banget dengan produk tea tree dari body shop ini. saya pribadi, setiap ada jerawat saya teteskan ini sehari 3x, dalam 3 hari biasanya jerawat sudah menghilang tanpa bekas. serum ini juga saya berikan untuk suami saya ketika sedang ada jerawat, dan hasilnya sama, cepat sekali hilang jerawatnya."
