question,answer
Bagaimana rasanya memiliki payudara kecil?,"Sumpah minder minder, intinya minder titik. Sering kepikiran nanti suami saya gimana?! :("
Apa sisi gelap pondok pesantren yang pernah kamu temui?,"PONDOKKU SENDIRI! btw aku cuma mondok 2–3bulan si bukan bermaksud menjelekan tapi emang gitu adanya, temennya baik kok cuma lucu aja masa pengurus nyari masalah sama anak baru wkwk.RATA"" mereka lulus pada PACARAN ada sama teman sekelas ada kaka tingkat atau lainnya,Pengurus bermasalah, masih cara kuno membentak"" gajelas ,kalo ceramah bukan dengan baik"" emang gitu ya semua pengurus pondok? setauku ga tuhh, kek pesantren temenkuSolat isya jam 11 malam woi , selesai magrib bukannya nunggu isya malah langsung ngaji""an bukan ngaji qur'an ya btwKitaa dilarang pacarann eh pengurus nya diam"" main belakang wkwkwkwk lucuu sangat, btw pacaran itu juga dosa yaa, bukan pengurus aja cuyyy ustadzahnya juga gatelKataku si ini pondok gaada sunnah nya sama sekali , seperti gimna gitu, yg dianut ajarannya ala ala mesir baratt gitu.Ga menjamin lulusan SEMUA PONDOK ITU AUTO ALIM YA, yang lucunya temenku pondok megahh ,biaya mahall, cewe cowo dipisahh , eh ujung""nya? K-poperss tingkat dewa wkwk tiktokers goyang sana goyang siniMasaa ustadznya ada yg ngajar pake kata BEGO,DKKbtw di pondokku dulu cewe cowo campurini perbandingan dari beberapa pondokku dan teman, ternyata sama ajaaaPaling yg bedaain individunyaa, kalo ditempatku?? Jan tanya paling cuma 0.5% yg bener"" tekun dan santri bgt, selainnya? kalian tau apa maksudkuTapi aku bersyukur pernah masuk sana😊 positifnyaa aku bisa setrika rok rample kecil"" hahah, makanannya enak"" jadi kangen wkwk, mandi jam 3 pagi supaya ga diduluin yg lain, juga always jadi kang tidur dikelas.walaupun lingkungan gitu temenku juga banyak yg baikk tulus dari hati walaupun bisa diitung jariYang pasti paling ga banget atau geli bangett , bener"" se kotor itu lingkungan kamar mandi , tempat gantungan kain, kasur apalagi ya Allah, gakuat ddBagi yang nanya kenapa aku minta pindah? karna yaa anehh aja pengajarannya ,sama lingkungan lebih toxic gitu, trus juga suasananya ga mendukung buatku.ps: Gasemua pondok kaya pondokku yaa buat bu ibu atau pak bapakkk tolongg untuk masukkan anakknya kepondok dipikir matengg duluu, itu pondok sesuai sunnah dan hadits rasul ga? apa sunnah""an? atau malah lebih ke barat""an mending gausah dah, kasian anak anda nanti, berkah ga dapat malah bikin hubungan sama anak ga harmonis, pilih yang sesuai sunnah dan hadits ,jangan asal taruh ditempat yg mahal tpi malah salah pergaulan. Aku mondok baru sebentr udh berasa bertahun"" tinggal disana saking asingnya dan masih gabisa menerima diri ini. Alhamdulillah aku bersyukur pernah singgah di sana karna Allah😊 membuka kan mataku kalo ga semuanya yg baik dicover bakalan sama didalam"
Apa sisi baiknya dari seorang PSK malam?,Wah gak kenal PSK jadi gak tau.
Apa sisi kelam dari seorang yang memiliki pasangan hypersex?,"Saya tidak pernah mempunyai pasangan yang hypersex rata rata saya menaklukkan mereka semua namun sayapun disini tidak menggap diri saya hyper sex karna saya biasa saja kok tidak menggebu2 ,kebetulan Forplay saya yg mmg lumayan hehe,"
Apa sisi gelap menjadi seorang mahasiswa kedokteran?,"Banyak yang tidak tahu (dulu termasuk saya) bahwa menjadi mahasiswa kedokteran bukanlah hal yang mudah. Waktu masih SMA, lagi galau-galaunya milih tempat kuliah, saya didoktrin untuk menjadi seorang dokter, karena rupanya saya satu-satunya anak dari 3 bersaudara yang kutu buku dan suka sains. Singkat cerita masuklah saya di Fakultas Kedokteran negeri dengan akreditasi A di pulau Jawa. Awal masuk tentu saya bangga, ya siapa sih yang enggak, berhasil mengalahkan ribuan calon mahasiswa lain, di fakultas dengan prestige tinggi (terasa berlebihan banget wkwkwk), tapi setidaknya itulah yang saya dan teman2 saya rasakan. Sayangnya ketika ospek, kami benar-benar terbuka matanya melihat kenyataan yang ada, tentang bagaimana kesombongan kami ternyata tidak berguna, dan mulai menyadari bahwa kami benar-benar tak tahu apa-apa dengan dunia perkuliahan kedokteran. Sehari-harinya kami dituntut untuk belajar. Dan literally setiap hari. Hari minggu kami dituntut untuk belajar mempersiapkan tutorial (Problem Based Learning) di hari Senin. Setelah itu kami mempersiapkan praktikum dengan belajar modul untuk jadwal keesokan harinya. Kemudian Rabu digunakan untuk belajar traklindas (Keterampilan Klinik Dasar/OSCE) dan dilanjutkan belajar untuk PBL hari selanjutnya. Sepanjang akhir minggu kami harus siap untuk mengikuti kegiatan keorganisasian ataupun nonakademik lainnya, karena FYI, organisasi yang ada di FK sangat banyak jenisnya dan memiliki kegiatan yang padat (sangat berbeda dari stigma anak FK itu culun ya hehehe). belum lagi kalau sudah minggu ujian, sudah dipastikan kami tidak akan pergi kemana-mana dan mengurung diri di kamar untuk belajar atau menginap di kosan teman untuk tentiran bareng. UKT kami mahal, jadi kalau nilai ujian jelek, IPK jelek, akan ada beban moral yang amat berat di pundak kami kepada orang tua kami masing-masing. Karena mengikuti kegiatan yang repetitif dan selalu penuh tekanan, kami menjadi orang yang gampang terkena penyakit mental (ini serius 🤣) Moir, Fiona etc 2018 Depression in Medical Students:Current insight[1] Saat menjalani semester 4, saya merasa sangat kelelahan dengan tekanan yang saya hadapi. Ujian blok, tekanan sosial, keorganisasian, ekonomi, hingga saya sempat melakukan percobaan bunuh diri (hayoo apa diagnosisnya hehehe) Awalnya saya tidak menyadari bahwa saya memiliki masalah mental. Saya hanya merasa hampa dan kelelahan, tidak bisa mengambil keputusan dengan tepat, dan penuh dengan pikiran-pikiran buruk dan depresif. Saya baru merasa saya butuh bantuan ketika DPA saya menanyakan apakah saya memiliki permasalahan, karena IPK saya naik turun, tidak stabil. Saat itulah saya menyadari ada yang salah dengan diri saya, dan memutuskan untuk mencari bantuan. Ternyata saya didiagnosis untuk depresi grade 3. Banyak teman saya yang terkejut, tak menyangka, karena selama ini saya tidak tampak ada masalah. Setelah itu saya tahu teman-teman saya yang memiliki masalah mental akhirnya mengunjungi bimbingan konseling atau dokter Sp. KJ, karena permasalahan selama kuliah ini menumpuk, dan mereka membutuhkan penyelesaian untuk bisa maju ke depan. Jadi begitulah menurut saya sisi gelap menjadi mahasiswa FK. Terlepas dari apapun background agama, maupun latar belakang sosialmu. Saya memiliki banyak topik lain, namun utk sekarang saya rasa cukup dulu jika mengangkat tema kesehatan mental. Hehehe Salam ❤Catatan Kaki[1] Depression in medical students: current insights | AMEP"
Apa sisi gelap orang pacaran yang tidak diketahui orang lain?,"20+ …. Tapi kejadian umurku 19tahun wkwk Aku pernah lihat orang pacaran di taman… Kayaknya dulu di sekitar bintaro sektor 3 ada taman di tengah jalan sebelum melewati lotte… pokonya masih sekitar bintaro… Jam stengah 6 sore aku dan kaka sepupu 5 orang jalan2 dan melihat lihat ,karena mau nonton bioskop tapi terlalu awal datang nya….. sore2 biasa saja… Tapi saat setelah maghrib dan hari mulai gelap ,Tepat depanku dan kaka sepupu ada 2 orang sejoli.. Awalnya si cwok narik tangan cewek dan suruh ngelus2 resletingnya… (keberadaan aku dan sodara ku dalam kegelapan di bawah pohon ,sedangkan orang pacarn depan kita terlihat jelas karena depan mereka ada lampu) Si cewek malu2 dan sambil senyum2… Akhirnya buke resletingnya dan ada Lele keluar 😆 expresi ku dan kaka sepupu…kaget dan ngakak juga penasran… (aku 19 tahun, kaka sepupu 17tahun 2 orang, dan yang 1 nya pasangan pengantin baru tapi menjauh dari kita ) jadi hanya aku ber 3 dan kaka sepupu muda ku itu … … orang pacarn itu duduk di atas batu,jadi terlihat jelas kegiatan mereka… aku dan sodara, pada diem aja… (penasran dan mau nnton, kalo ketahuan kaka yang udh nikah pasti kita di omelin..) Mbak itu elus2 lele dan lama2 di makan… Serentak aku dan kaka2 langsung… EeeEEEEWWWWWHHHHHHHH ! !!!! nada kenceng ,dan orang pacarn lihat kita, langsung masukin lele nya ke tas…. eh resletingnya 🤣🤣 mereka pergi dari pandangan kita 。。 Aku dan kaka sepupu ketawa ketiwi dan …. Hah ko begitu ya…. oh ternyata begitu…. wkwkwkwk ,eh ini rahasia ya 。。 Tapi karena aku dan kaka2 sangat akrab,aku cerita di rumah sama kaka yang udah nikah…. dia malah ngakak sampai keluar air mata… Ya ampuun mata adek2 gw yang suci ternodai 🤣🤣🤣 Kadang masih kepikiran juga, ko berani banget ya orang mainan itu di taman 😆😆"
Apa sisi gelap dari YouTuber Nihonggo Mantappu atau Jerome Polin?,"Pic: twitterBUANYAK Saya termasuk sering nontonin YouTubenya si Jeromi Polin ini. Dan akhirnya banyak nemu sisi gelapnya. Saya list beberapanya ya.Doi itu maniak. Iya maniak. Coba, disaat mahasiswa/i umumnya abis kuliahan nyari rebahan, eh doi malah lanjut belajar sama sempet-sempetnya lagi bikin konten yutub. Maniak kerja keras si Jerome itu.Ga peka. Yang iseng ato rajin nontonin yutubnya doi pasti sering liat. Banyak Cewe-cewe lucu nan imut yang nongol dikontennya. Dari lokal sampe jepang. Gada tuh yang kliatan mau digebet ama doi. Malah mo serius blajar katanya. Gimana ga bikin wibu-wibu indo pada iri ampe nangis?Jahat. Jangan salah, Jerome ini sering jahatin temen-temennya. Waseda boys (gank kampus doi) suka dikerjain makan-makanan pedes indo.Ngerusak image. Orang Jepang itu imagenya biasanya kalem-kalem. Gara-gara temenan ama Jerome temen-temen Jepangnya jadi kena virus treak-treak mantappu. Di jalanan pula. Cek aja temen-temennya pada confess di QnA biasanya. Dari malu liat Jerome brisik, trus udah biasa, eh ikutan pede.Suka sok. Di konten challenge nya yang biasanya battle ilmu pengetahuan umum, Jerome tu suka klewat semangat maeninnya. Kadang ampe ngetawain puas kalo lawannya salah/gagal jawab. Kan saya yang nonton jadi tega ngetawainnya juga. Plus sekali doi battle Kanji sama youtuber Genki yang aslinya orang jepang, sotoy ngajarin Kanji pas Genki salah nulisnya. Perut saya langsung sakit gara-gara ketawa terus.Masih ada banyak lagi sih sisi gelap doi yang bisa ngeracunin kamu dari males-malesan jadi pengen kerja keras dan belajar. Kalo kamu maunya jawaban yang bener-bener sisi buruk dari seorang Jerome Polin so far belum ada sih. But hey, nobody's perfect. Daripada sibuk nyariin aib orang lebih baik liat prestasinya yang bisa bikin kamu iri dan kepacu buat bisa jadi lebih baik lagi. Dengan cara yang halal tentunya ya."
Apa sisi terang dari pekerjaan sebagai PSK?,"Oke terimakasih PJ nya. Sisi terangnya :Mengurangi tingkat stress suami2 yang kurang mendapatkan perhatian dari istri.Meningkatkan kenyamanan antar tetangga, karena adanya PSK sudah tidak lagi saling lirik antar tetangga untuk mencoba rumput lain.Menurunkan niat ngeten/ngintip kamar mandi cewek bagi bujangan/duda karena sudah bisa live dengan PSK"
Apa sisi gelap dari TNI?,"TNI belum sepenuhnya profesional. Masih banyak atasan yang memanfaatkan pangkatnya dengan membawa anak buahnya untuk kepentingan tertentu diluar kepentingan resmi TNI.Stigma yang melekat bahwa TNI AU merupakan penghianat masih saja ada (walau tidak sebesar dahulu). Dapat terlihat pada kekuatan AU yang paling lemah dibanding 2 matra lainnya (AD dan AL)Masih banyaknya anggota TNI yang merasa dirinya lebih hebat dibanding yang lain seperti:menggunakan stiker biar keliatan lebih hebatMenggunakan rotator/sirine pada kendaraan pribadinyaMenyalahi aturan tertib berlalu lintasTNI AD masih di prioritaskan dibanding matra lainnya. Terlihat pada kekuatan AD yang paling kuat, padahal seharusnya AL karena Indonesia merupakan negara kepulauan."
Apa sisi gelap dari media sosial?,"Media sosial tidak mempunyai sisi gelap, namun kita sebagai manusia lah yang membuat sosial media jadi seperti itu"
Apa sisi gelap memiliki payudara besar?,"Buat seorang wanita, memiliki payudara besar adalah anugerah sekaligus kutukan di saat bersamaan. Di satu sisi ini merupakan dambaan sebagian besar wanita, tapi di sisi lain ini merupakan cobaan. Wanita berdada besar lebih banyak cobaannya ketimbang mereka yang berdada normal. Pelecehan verbal hingga gunjingan, itu udah jadi makanan sehari-hari. Mulai dari hal yang paling sederhana seperti pakaian. Baju model apa pun kalau wanita berdada besar yang pakai, jelas nggak akan ada benernya. Pakai yang longgar keliatan gendut, pakai yang pas badan terlihat menggoda. Pakai baju berkerah tinggi terlihat makin menonjol, pakai baju berkerah rendah siap-siap aja belahannya mengintip. Nggak bisa sembarangan pilih warna, karena baju warna cerah akan semakin menonjolkan lekuk tubuh yang memang sudah menonjol. Mau pakai kemeja? Siapkan peniti yang banyak kalau nggak mau kancing terbuka. Bahkan kadang dipenitiin aja kancing dan penitinya masih bisa kebuka. Ini baru masalah baju luar lho, belum daleman. Buat saya pribadi, kegiatan berbelanja bra adalah mimpi buruk. Bagaimana tidak, kalau semua ukuran nggak ada yang cocok. Ukuran saya adalah 32F, sama dengan milik artis cantik Sofia Vergara. Jadi lingkar tubuhnya kecil, sedangkan cupnya besar. Jadi seumur-umur saya nggak pernah nemu ukuran yang pas. Sekalinya nemu yang cupnya besar, pasti lingkar tubuhnya juga besar banget, itu pun kebanyakan ukuran hanya sampai cup D. Nggak jarang saya harus menjahit bagian sisi bra agar lingkar tubuhnya bisa lebih pas. Tapi tetep aja masih terlalu longgar dan jadinya nggak nyaman. Akhirnya pilihan terbaik adalah dengan memakai sport bra. Lebih longgar dan bisa menampung semua bagian, nggak luber, nggak bikin lecet dan tertekan. Tapi kekurangannya adalah sport bra itu kurang bisa menyangga dengan baik. Udah gitu nggak ada sport bra yang imut atau seksi. Jadi kalau pakai sport bra itu kelihatannya jadi melorot dan kendor. Jadi untuk kegiatan di luar rumah, saya akan memakai dua lapis bra. Bra biasa (yang kekecilan itu) untuk kemudian dilapisi sport bra. Rasanya gimana? Sesak yang pasti. Sesak, gerah, gatel. Udah gitu, wanita berdada besar itu seakan punya empat ketiak, karena lipatan bagian bawah dada bisa menghasilkan keringat yang lumayan banyak. Jadi terkadang hal itu bisa menimbulkan ruam karena iritasi, terutama di bagian belahan dada karena selalu menempel antar kulit. Jadi untuk menghindari rasa tidak nyaman tersebut, ketika bekerja atau beraktifitas seharian di luar rumah, saya selalu membawa tissue basah dan kering serta bedak bayi dalam kemasan botol kecil di dalam tas. Itu adalah benda penyelamat yang sangat-sangat membantu di hari yang panjang dan gerah. Kalau kegiatan membeli bra adalah mimpi buruk, aktifitas olahraga adalah mimpi yang jauh lebih buruk lagi, terutama olahraga yang melibatkan lari dan melompat. Dari jaman SD sampai SMA, pelajaran olahraga selalu menjadi pelajaran menyebalkan ke dua setelah matematika. Bagaimana tidak, di saat olahraga saya harus memakai pakaian dalam berlapis-lapis untuk menahan guncangan. Bahkan ketika berat badan sedikit naik, saat terakhir jogging beberapa bulan lalu saya harus mengenakan tiga lapis bra, satu tanktop dan satu singlet ketat, baru setelah itu memakai kaos longgar. Jadi belum mulai lari aja udah sesak dan gerah duluan. Dari baru mulai pakai sepatu aja napas udah megap-megap. Karena itulah saya lebih suka bersepeda daripada jogging. Lebih nyaman dan rileks, dan yang pasti hanya memerlukan lapisan pakaian dalam yang lebih sedikit. Masalah lainnya adalah nyeri dada, bahu dan punggung; remahan makanan yang kalau jatuh nyangkut; nggak bisa tengkurap; tidur miring atau telentang aja kadang harus diganjel biar nggak sakit. Badan juga nggak proporsional karena kaki kecil sedangkan badan terlihat lebih besar. Pakai tas selempang juga serba salah. Disandang di luar bahu sering ditegur orang karena rawan penjambretan. Giliran dipakai menyilang di dada jadi pusat perhatian. Paling bingung kalau lagi menginap di rumah saudara atau teman, soalnya nggak bisa lepas bra saat tidur. Dan itu bener-bener nggak nyaman. Rasanya sesak, ngeganjel, sakit, gatel, dan tidur jadi nggak nyenyak. Di rumah bisa bebas tidur tanpa bra, tapi ketika ada yang panggil-panggil atau ada sesuatu yang darurat seperti gempa jadi panik. Jadi, saya selalu sedia selendang yang agak tebal dan jaket di gantungan pintu atau kepala tempat tidur untuk kondisi darurat. Selendang untuk ke kamar mandi malam-malam, dan jaket untuk situasi yang lebih gawat. Masalah terakhir adalah beban mental. Mulai dari celotehan nggak senonoh dari para pria, sampai bisik-bisik dan hujatan dari para teman wanita. Ada teman wanita yang terang-terangan bilang iri, sampai mereka yang nyindir dan nyinyir, tapi ada juga yang tulus memuji. Bahkan nggak jarang ada beberapa teman wanita yang setiap ketemu selalu melihat ke arah dada dengan tatapan sinis untuk kemudian berkomentar kasar yang menyakitkan hati. Dan kalau teman pria, memang di depan saya mereka akan sopan, tapi di belakang diam-diam bergunjing, berspekulasi yang tidak-tidak. Ada beberapa yang sampai mengira saya adalah gadis nakal. Itu benar-benar bikin sedih dan marah. Padahal saya selalau menjaga kehormatan diri saya, dan tidak membiarkan satu pun lelaki menjamah tubuh saya. Ketika ada pria yang mencoba mendekati saya pun, tidak semuanya tulus. Kebanyakan dari mereka mendekati saya dengan maksud dan tujuan tertentu. Sehingga dulu saya sempat berpikiran untuk melalukan operasi pengecilan payudara di masa depan karena semua hal itu. Tapi akhirnya pikiran itu saya buang jauh-jauh, dan saya berusaha mencintai diri saya apa adanya. Dunia belum tentu akan menjadi lebih baik kalau seorang wanita berdada kecil. Akan tetap ada mulut-mulut berbisa yang bersiap melontarkan kata-kata kejam. Jadi, terserah orang mau berkata apa. Bahkan sekarang, saya mulai mencoba banyak jenis pakaian yang dulu saya hindari. Yang penting masih dalam batas wajar, tidak berlebihan dan tahu tempat. Awalnya untuk tulisan ini saya berniat anonim. Karena berbicara tentang tubuh wanita masih agak tabu buat saya. Tapi akhirnya saya putuskan untuk tidak anonim, karena saya ingin berbicara sebagai wanita yang mempunyai hak atas tubuhnya. Pesan saya buat semua wanita, baik yang berdada terlalu besar atau terlalu kecil, jangan bersedih. Pada akhirnya kamu akan bertemu dengan orang-orang yang tepat. Orang-orang yang akan lebih menghargai otak dan kepribadianmu, bukan dadamu. Dan buat kalian yang seringkali melontarkan kata-kata kotor atau menyakitkan hati, ketahuilah, di balik dada kami yang kalian nilai terlalu besar atau terlalu kecil ini, ada hati yang bisa terluka."
Apa manfaat mengisap payudara wanita?,"Untuk kesehatan, ya … Tapi yang dihisap bukan payudaranya, melainkan kedua puting payudara. OK? Manfaat untuk wanita jika puting payudaranya dihisap secara teratur :Keseimbangan sistem kardiovaskular kewanitaan dapat terjaga. Degupan jantung wanita dapat meningkat hingga 110 detak/menit. Hal ini adalah latihan bagus bagi kesehatan jantung wanita.Membuat berat badan wanita lebih stabil, bahkan berkurang. Hal ini disebabkan, puting payudara yang dihisap selama 3 menit dapat membakar lemak sekitar 12 kalori.Meningkatkan aliran darah di kulit wajah, dan menghaluskan kulit.Membuat wanita menjadi lebih awet muda, ini merupakan obat alami yang merangsang sistem kekebalan tubuh, hasilnya adalah produksi antibodi yang mampu melindungi dari virus. Proses ini disebut cross-imunoterapi.Pada saat puting payudara wanita dihisap, biasanya nafas wanita menjadi jauh lebih cepat. Rata-rata saat puting payudara dihisap, wanita menghirup dan membuang nafas 60 kali dalam satu menit. Dalam keadaan normal hanya 20 kali tiap satu menit. Menghirup dan membuang nafas lebih sering akan mencegah berbagai gangguan penyakit di paru-paru. detak jantung akan meningkat dan hal ini dipercaya dapat meningkatkan aliran darah wanita. Salah satu manfaat dari lancarnya aliran darah adalah dapat menghindarkan wanita dari penyakit kardiovaskular.Puting payudara yang dihisap lebih dari 5 menit akan membuat tubuh wanita lebih santai, dapat menghasilkan rantai kimiawi yang akan menghancurkan berbagai hormon penyebab stress.Mengurangi risiko terhindar kanker payudara."
Bagaimana rasanya memiliki wajah tampan?,"Sebenarnya saya adalah orang yang tidak berkompeten dalam menjawab pertanyaan ini. Hal itu karena saya sendiri memiliki wajah yang tidak ganteng alias bukan termasuk golongan cogan, cowok ganteng. Wajah saya sendiri dapat dikatakan dibawah standar pria Indonesia pada umumnya. Ciri-ciri fisik pun hanya bertinggi sekitar 171 cm saja dengan rambut lurus, mata tajam, hidung bengkok, gigi gingsul, lesung pipi dan bibir berbentuk hati. Hal ini sering membuat saya begitu insecure jika ingin mendekati perempuan cantik, misal putri Indonesia bahkan duta pariwisata suatu desa, untuk dijadikan pasangan hidup.Saya lebih pede pakai masker karena sadar diri kalau tak ganteng. Berkaca pada pengalaman pribadi, teman-teman saya banyak yang tergolong pria berwajah tampan. Ketika berbicara dengan lawan jenis dan siapapun itu, mereka sangat pede, percaya diri, sekali. Selain itu, mereka kini mayoritas juga sudah berkeluarga dan memiliki istri yang cantik pula. Mereka yang belum berkeluarga rata-rata masih ingin bermain-main saja. Pernah pada suatu kesempatan, salah seorang teman yang tampan ini memperlihatkan kepada saya tindernya yang banyak diswipe right oleh lawan jenis. Saya sendiri jelas bukan kelasnya karena para perempuan yang menswipe right saya hanya di bawah 99. Dia sendiri bangga dengan hal itu, namun tidak ingin mencari pasangan yang serius di dating apps macam tinder. Pengalaman lainnya tentu saja adalah soal pria berwajah tampan ketika melakukan kesalahan akan cepat dimaafkan. Hal ini tentu saja berlaku pada wanita dan cantik. Adanya fenomena semacam ini seakan mengamini idiom keadilan sosial bagi seluruh rakyat good looking. Bagi saya sendiri yang jelas tidak good looking maka saat melakukan kesalahan tidak akan cepat dimaafkan. Manusia memang seringkali merasa dirinya paling benar dan lupa jika manusia itu tempatnya salah. Berdasarkan pengalaman selama pacaran dulu, pasangan saya tidak lekas memaafkan jika diri ini melakukan kesalahan, padahal sudah saya kasih ice cream biar mau memaafkan. Beda halnya dengan teman saya yang tampan, pacarnya memaafkan dirinya yang kedapatan selingkuh. Sedikit menggubah kata-kata Leo Tolstoy, bagi saya; pasangan bahagia semuanya sama, setiap pasangan yang tidak bahagia, menjadi tidak bahagia dengan caranya masing-masing. Berdasarkan pengalaman berkawan baik dengan para pria berwajah tampan ini maka dapat saya simpulkan bahwasannya;Berwajah tampan akan cepat mendapatkan jodoh atau pasangan.Berwajah tampan jelas akan menarik perhatian lawan jenis maupun sesama jenis.Berwajah tampan cepat dimaafkan pasangan atau publik ketika melakukan kesalahan. Hal itu karena masih banyak orang yang menganut idiom keadilan sosial bagi seluruh rakyat good looking.Bagaimana rasanya memiliki wajah tampan?Jelas setiap orang yang berwajah tampan harus banyak bersyukur. Perlakukan pasangan sebagaimana mestinya dan jangan karena tampan maka hukumnya sah bertindak semena-mena yang menjadikan relasi kuasa antar subjek menjadi tidak setara. Selain itu, orang berwajah tampan jika punya pasangan janganlah selingkuh. Hal itu akan menyulitkan langkah pria berwajah tidak tampan dalam hal mendapat jodoh dan mendekati wanita idamannya."
Bagaimana cara memperbesar ukuran payudara?,"Menyusui. Saya pengalaman 2x menemani istri menyusui 2 anak kami. Sebelum hamil, ukurannya biasa aja, bahkan cenderung kecil. Make BH aja masih bisa ngintip putingnya kalo lagi membungkuk. Selama menyusui….wiiii…jadi ingin ikutan netek juga"
Apa sisi terang tidak cantik atau tampan di sosial media?,Inbox/DM Bersih dari Buaya Darat SKSD
Bagaimana rasanya memiliki selingkuhan?,"Jelas senang lah. Merasa dapat perhatian dan cinta 2 kali lipat. Kalo bosan sama yg 1 tinggal pindah ke lainnya. Serasa jadi orang yg paling dibutuhkan dan dikagumi. . . . Eiittttsssss… tapi itu awalnyaaaaaaaa… Karma datang diwaktu yg sangat tepat dan bahkan lebih sadis dari dugaan! Yahh.. Orang yg pernah selingkuh bakal diselingkuhin juga dan itu benar adanya.Apa yg pernah kita tabur itu yg akan kita tuai bahkan gak menutup kemungkinan hasil yg dituai lebih dari yg sudah kita tabur.Jadi sebelum menyesal kemudian,saya sarankan untuk jangan pernah mencoba selingkuh. Gak ada untungnya dan gak ada ending yg bahagia…"
"Apa sisi gelap memiliki pasangan yang kaya, ganteng, atau ""too good to be true""?","Apa yang akan anda lakukan kalau anda dinyatakan menang hadiah sebuah rumah seharga sepuluh milyar? Rasanya pasti percaya-tak-percaya, senang, bercampurkan perasaan was-was. …sampai terbukti memang itu bukan penipuan, barulah anda akan tenang. Begitulah rasanya. Terutama karena ketika itu saya sudah menyerah total soal cinta. Saya menghindari pria dan membenci cinta. Tapi, memang ada sesuatu yang berbeda tentangnya. Pendek cerita, kami jadian. SISI GELAPNYA? Selama SATU TAHUN pertama, saya sering merasa curiga, takut, dan was-was. Pikiran yang sering muncul di benak saya adalah:""Ini beneran kagak, sih??""""Hm… Kapan nih sifat aslinya keluar?""Kalau dia sedang murung, saya akan langsung berpikir, ""nah, nah… udah mau ngaku tuh, ternyata pacarnya ada 3.""Ternyata tidak. Dia memang seorang laki-laki baik. Bahkan pemikiran saya tentang bahwa semua lelaki adalah sama saja berhasil dipatahkan olehnya. Sekarang kami sudah bersama selama hampir lima tahun, dan sifatnya tetap gitu-gitu aja (ia sangat rendah hati, sopan, dan setia). Saya bersedia jadian dengannya karena sedari awal saya memang sudah merasa bahwa dia adalah seorang pria baik. Hanya saja, anda tentunya sudah tahu bahwa ciri utama kasus penipuan yaitu: too good to be true.Jadi selama setahun, saya tetap waspada dan menyiapkan mental kalau-kalau tiba-tiba ia berubah dan ternyata adalah seorang bajingan, atau seorang psikopat yang sangat pandai membungkus rapi kepribadian aslinya. Ternyata setelah duapuluh-enam dan setengah tahun jadi jomblo, saya mendapatkan sebuah grand prize yang undiannya bahkan tidak saya ikuti. PS: Pasangan saya termasuk tampan, sekedar berkecukupan, TAPI benar-benar terlalu too good to be true. Saya memang beruntung —terutama karena cowok ganteng dan kaya yang brengsek mah sudah barang biasa."
