question,answer
Mengapa kanker tidak bisa disembuhkan?,"Halooo saya mencoba menjawab mumpung belum ada yang menjawab. Kalau ada yang lebih kompeten mungkin bisa ditambahkan atau dikoreksi jawaban dari saya. Jadi memang kanker itu sulit untuk disembuhkan, bahkan kondisi sembuh dari kanker disebutkan dengan istilah remisi dimana kanker masih bisa kambuh kembali yang disebut dengan kondisi relaps. Kenapanya adalah karena ukurannya yang sangat-sangat-sangat kecil dan sifat penyebarannya sangat mengerikan. Berbeda dengan bakteri yang meskipun ukurannya juga kecil bisa dibatasi penyebarannya sampai berbentuk abses atau bisul. Selain itu pengobatan untuk kanker memiliki prinsip siapa yang mati duluan antara pasien atau sel kanker. Karena obat yang diberikan selain membunuh sel kanker juga membunuh sel yang sehat. Memang ada yang disebut dengan targeted cell therapy seperti pada kasus kanker payudara, tetapi ada kekurangan dimana sel yang dapat diobati harus memiliki karakteristik khusus yakni memiliki reseptor HER2. Tentu ada sel yang tidak memiliki karakteristik khusus ini sehingga kembali masalah pengobatan kanker menjadi rumit. Untuk menekankan betapa penyebaran kanker cukup mengerikan, saya akan memberikan contoh. Ketika operasi untuk mengangkat benjolan kanker dilakukan, bukan hanya benjolannya saja yang diangkat tetapi jaringan sehat disekitar benjolan tersebut juga diangkat karena sel kanker dapat menginfiltrasi jaringan-jaringan yang sehat tersebut tetapi tidak terlihat di mikroskop. Bahkan dengan metode ini pun belum bisa memastikan bahwa pasien akan bebas kanker selamanya. Mungkin hal yang saya tulis di atas cukup pesimis sehingga kita mungkin menganggap bahwa menderita kanker adalah sesuatu hukuman mati, tetapi dunia kedokteran kita sekarang semakin maju, semakin banyak cara-cara yang ditemukan untuk mengobati kanker dan kita berharap semakin banyak orang yang dapat bebas dari kanker."
Mengapa belum ada hasil yang lebih baik dalam penyembuhan kanker?,"Perlu diingat bahwa kanker berbeda dengan “penyakit-penyakit” lain pada umumnya. Alih-alih antek asing yang berasal dari luar tubuh, kanker adalah pertumbuhan sel tubuh yang tak terkendali dan menumbalkan sel-sel lain yang tumbuh, berfungsi, dan mati normal. Dengan mengingat hal tersebut, kita bisa sedikit-banyak memahami bahwa “penyakit” ini memiliki banyak sekali atribut atau sifat yang sama dengan sel tubuh yang normal. Menciptakan sebuah metode (diagnostik, radiologi, bedah, obat, rekayasa genetika, dll.) yang bisa membedakan kanker dan sel tubuh normal, atau dengan kata lain spesifik DAN efektif menyerang kanker TANPA turut menyerang dan mengorbankan sel tubuh normal, menjadi tantangan tersendiri dalam penanganan kanker, dibandingkan dengan “penyakit” lainnya. Bahkan setelah miliaran dolar. OP: Mengapa belum ada hasil yang lebih baik dalam penyembuhan kanker?"
Apakah homoseksual bisa disembuhkan?,Memangnya dia sakit apa ya?
Apakah komposisi daun Bajakah yang dipercaya dapat mengobati kanker?,"Semuanya bohong, tidak ada bukti ilmiah apapun."
Apakah kanker dapat disembuhkan?,"Menurut salsa bisa disembuhkan -Ketika orang tersebut memiliki SEMANGAT untuk hidup yang tinggi -Kemudian perubahan gaya hidup lebih sehat -Menjauhi yang negatif - Mendapat dukungan dari orang-orang tersayang Tidak ada yang tidak mungkin didunia ini jika Tuhan sudah berkehendak maka terjadilah,karena penelitian sudah membuktikan bahwa memang pernah terjadi adanya … Sekian dan Terimakasih"
Bagaimana cara kerja obat sehingga bisa menyembuhkan penyakit ?,"sediaan obat harus mengalami proses farmasetika dahulu yakni pecah dari sediaannya menjadi partikel yang lebih kecil (disintegrasi), lalu melarut dalam cairan tubuh misal cairan lambung, cairan usus, dan lingkungan dalam anus. Setelah larut barulah obat memasuki fase farmakologi yakni absorpsi, distribusi, metabolisme, dan ekskresi (ADME)."
Benarkah air yang dibacakan doa bisa menyembuhkan penyakit?,"Air (H2O) hanyalah partikel yang sederhana, namun begitu vital dalam kehidupan manusia, karena sebagian besar bumi terdiri dari air, bahkan 70% tubuh manusia terisi oleh air. Dalam sebuah artikel baru-baru ini, bahwa ilmuwan Jerman telah melakukan percobaan terhadap air. Adapun hasilnya adalah ""Scientists Show That Water Has Memory"" (Ilmuwan menunjukan bahwa air memiliki ingatan)[1].Gambar: Scientists Show That Water Has Memory - Resonance Science Foundation Sebenarnya kecurigaan ilmuwan terhadap air, bahwa air memiliki ingatan, bukan lah barang baru dan terus menjadi polemik di dunia sain. Tahun 1833, Samuel Hahnamann[2], seorang ahli pengobatan alternatif dari Jerman, pernah mengamati sifat properti dari air, namun hanya sebatas untuk tujuan pengobatan semata. Dalam dunia pengobatan modern, pendapat Hahnamann sering dibantah oleh para skeptis, disaat adanya bukti bahwa homeopati [3][4]bisa menyembuhkan penyakit. Ahli imunologi dari Perancis, Jacques Benveniste[5] , pada tahun 1988, tertarik untuk melakukan riset guna membuktikan bahwa homeopati dapat menyembuhkan penyakit. Benveniste melakukan percobaan dan menulis sebuah makalah bersama dengan ilmuwan dari laboratorium Canada, Italia, Israel dan Perancis. Beneviste berkesimpulan dalam jurnal 'Nature', bahwa konfigurasi molekul air aktif secara biologis, seorang jurnalis menyebutnya sebagai 'water memory'[6] atau ingatan air dalam artian bahwa secara hipotesis, air dapat menyimpan atau mempertahankan ingatan. Setelah Benveniste mengeluarkan jurnal, para ilmuwan skeptis, termasuk ahli fisika dan editor majalah Nature, John Maddox[7] , melakukan riset ulang dan membantah, bahwa percobaan yang dilakukan Benveniste tidak dapat di reproduksi. Percobaan dihentikan karena tidak dapat dilakukan percobaan ulang. Beranjak ke tahun 2009, ahli virologi Perancis, Luc Montagnier[8] , pemenang nobel 2008 untuk temuan hubungan antara HIV dengan AIDS, memperkenalkan metode pengobatan quasi-homeopathy. Selain itu Luc berpendapat bahwa air dapat menyimpan properti elektrokimia, bahkan setelah melakukan pelarutan berkali-kali secara masif. Luc sebagai Profesor dari Universitas Shanghai Jiatong, China, kembali membuat komunitas sain terkejut dan tidak percaya. Walaupun percobaan Benveniste dan Luc telah membuktikan benar terkait dengan ingatan air, air akan tetap menjadi polemik hingga sekarang untuk kaum skeptis. Namun, tidak peduli riset apapun mengenai bukti ilmiah air, air akan tetap mengagumkan untuk diteliti. Sang penomena, Masaru Emoto[9] , peneliti Hado Institute, Jepang, pernah menjelaskan bahwa struktur molekul air dapat dipengaruhi secara sengaja oleh manusia, Emoto menjelaskan bahwa kualitas air yang baik dapat membentuk struktur seperti kristal yang rumit dan indah, namun air dengan kualitas rendah, akan sulit untuk dibentuk. Gambar: オフィス・マサル・エモト - 「水からの伝言」と「新しい水の科学」 Menurut Emoto, bahwa struktur molekul es dari air suling memiliki struktur heksagonal sederhana dan tidak memiliki bentuk struktur kristal yang rumit. Perubahan positif struktur molekul dapat dicapai dengan cara diperdengarkan musik, doa-doa atau memberikan kata-kata terimakasih dan kasih sayang. Para kritikus menyatakan bahwa percobaan Emoto tidak memiliki prosedur percobaan yang memadai sehingga desain percobaannya dapat dipengaruhi oleh kesalahan manusia. Emoto telah mengakui bahwa dia bukan lah seorang ilmuwan dan sang fotografer mengakui bahwa dia hanya mengambil gambar struktur kristal yang memiliki bentuk indah. Terakhir, dalam artikel ""Scientists Show That Water Has Memory"" (Ilmuwan menunjukan bahwa air memiliki ingatan), kembali ilmuwan Jerman menggegerkan sain dengan menunjukan bahwa air memiliki ingatan.Belum lama ini, para ilmuwan Jerman menemukan sebuah temuan yang mereka sebut dengan “The Discovery of The Millennium”. Ini merupakan sebuah ilham dalam kesadaran manusia modern. Para ilmuwan Jerman telah mempercayai bahwa air memiliki sebuah ingatan. Walaupun terlihat begitu sederhana, ‘air’, telah diteliti secara cermat untuk mengungkap sebuah temuan ilmiah, demi mengungkap kebenaran yang mengejutkan. Para Ilmuwan Jerman meneliti setiap tetesan air dalam sebuah alat visual pembesar yang berkemampuan tinggi, mereka telah mampu secara fisik melihat bahwa setiap individu tetesan kecil air memiliki bentuk mikroskopik sendiri-sendiri, masing-masing dapat dibedakan menurut keunikannya, Sebuah percobaan ilmiah telah dilakukan oleh sekelompok pelajar, dimana mereka ditugasi untuk memperoleh tetesan-tetesan air dari sejumlah kumpulan air yang lebih besar, dalam satu waktu. Melalui pengamatan yang cermat dari tiap tetesan air, terlihat menghasilkan gambaran struktur yang berbeda-beda. Percobaan kedua dilakukan dengan cara sebuah bunga dimasukan ke dalam sejumlah air, dan setelah beberapa saat, sampel dari tetesan air diambil untuk dilakukan pengamatan. Hasilnya tetesan air menunjukan pola saat diperbesar secara visual, namun seluruh tetesan-tetesan air ini terlihat sangat mirip (seragam). Saat dilakukan percobaan yang sama menggunakan spesies bunga yang berbeda, bentuk dari hasil pembesaran visual tetesan air terlihat sangat berbeda, namun tetap seragam. Dengan demikian faktor penentu dari spesies bunga tertentu terlihat jelas disetiap tetesan air. Melalui temuan ini, menunjukan bahwa air memiliki sebuah ingatan, menurut para ilmuwan, ini merupakan sebuah persepsi baru bahwa air dapat dibentuk. Ilmuwan Jerman percaya bahwa perjalanan air, telah menjemput dan menyimpan sebuah informasi dari setiap tempat atau area yang dilaluinya, dimana dapat menghubungkan manusia dari banyak tempat yang berbeda, melalui sumber informasi ketika mereka meminum air tersebut, bergantung dari perjalanan yang telah dilaluinya. Informasi ini bahkan telah dibandingkan dengan tubuh manusia, dimana setiap tubuh manusia sangat unik dan memiliki perbedaan DNA setiap individu. Kita mengetahui, bahwa tubuh manusia terisi lebih dari 70% air, dapat disimpulkan melalui penemuan ini bahwa air mata manusia dapat memiliki ingatan yang unik pula disetiap individu, dimana dihasilkan dari air dalam tubuh manusia sebagai sumber informasi yang lengkap bila dihubungkan dengan pengalaman individu masing-masing. Dengan demikian bahwa setiap manusia terhubung secara global melalui air yang berada dalam tubuh manusia dimana air mengalir melalui perjalanan berkelanjutan, dan informasi disepanjang perjalanannya akan selalu tersimpan. Dari penjelasan ini, apakah air menyembuhkan? atau air hanya sugesti?Dari filosofi agama, air hanya lah sebuah 'media', sementara yang menyembuhkan tetap lah Tuhan Yang Maha Kuasa. Walaudemikian tetap lah bisa dijelaskan secara ilmiah. Sumber:Properties of Water - Does Water Have Memory or Consciousness? - HeartMath InstituteScientists Show That Water Has Memory - Resonance Science FoundationCatatan Kaki[1] Scientists Show That Water Has Memory - Resonance Science Foundation[2] Samuel Hahnemann - Wikipedia[3] Homeopati, Teknologi Nanopartikel Tradisional[4] Homeopati - Wikipedia bahasa Indonesia, ensiklopedia bebas[5] Jacques Benveniste - Wikipedia[6] Water memory - Wikipedia[7] John Maddox - Wikipedia[8] Luc Montagnier - Wikipedia[9] Masaru Emoto - Wikipedia bahasa Indonesia, ensiklopedia bebas"
"Bagaimana cara mengatasi ejakulasi dini secara alami, tradisional, dan tanpa obat?","Caranya adalah dengan Menyicil Ejakulasi Perlu diketaui orgasme dan ejakulasi merupakan dua hal yang berbeda. Umumnya ejakulasi terjadi pada saat orgasme, tapi fakta yang tidak banyak diketahui orang ialah kita bisa mengendalikan ejakulasi agar tidak terjadi orgasme. Karena kalau terjadi orgasme dan sperma keluar semua pada saat ejakulasi maka setelahnya penis akan kehilangan daya dan menjadi lembek kembali. Coba perhatikan baik-baik, pada saat ejakulasi, pria akan cendrung mengencangkan otot PC (Pubococcygeus) atau otot yang kita gunakan pada saat menahan kencing. Ketika orgasme, terjadi kontraksi berulang kali pada otot PC dan hampir semua pria mengencangkan otot ini untuk merasakan sensasi orgasme. Ketika orgasme, otot pc berkontraksi sambil mendorong sperma keluar. Jika sperma telah keluar semua maka gairah seksual akan habis dan perlu waktu untuk mengumpulkannya kembali. Strateginya disini adalah mengendalikan ejakulasi. Pada saat akan ejakulasi, langsung lemaskan otot PC, jangan mengencangkannya, karena kalau dikencangkan akan terjadi ejakulasi penuh yang berujung pada orgasme, lemaskan otot PC walaupun ada godaan untuk mengencangkannya. Tetap fokus di otot PC dengan melemaskannya. Pada saat hampir ejakulasi dan kita melemaskan otot PC, sperma yang keluar akan sedikit dan keluarnya dengan menetes, bukan menyembur, ini karena otot PC relaks. Tunggu beberapa detik hingga penis tidak terlalu sensitif. Ketika menunggu perhatikan bahwa penis masih keras dan masih memiliki sensifitas, gairah seksual pun tidak hilang. Lakukan kembali aktifitas seksual. Ketika akan ejakulasi kembali, lakukan hal yang sama, lemaskan otot PC, jangan tergoda untuk mengencangkannya, lemaskan saja, biarkan sperma keluar sedikit. Jika dirasa penis tidak begitu sensitif lanjutkan kembali. Sensifitas penis akan berkurang karena sebagian sperma telah keluar, tapi tidak masalah karena penis tetap keras. Seperti itu seterusnya hingga kita memutuskan kapan akan ejakulasi terakhir. Untuk ejakulasi terakhir lakukan ejakulasi seperti normal, ketika akan ejakulasi kencangkan otot PC dan orgasme akan terjadi. Tehnik ini memiliki kekurangan yaitu ejakulasi terakhir intensitas orgasmenya akan berkurang karena jumlah sperma sudah sedikit. Tetapi tidak apa-apa, Anda bisa mengatur orgasme Anda kapan mau dikeluarkan. Anda bebas mengatur mau berapa lama."
Mengapa dunia medis belum bisa menemukan obat yang benar benar bisa menyembuhkan penyakit kanker?,"Halo, apoteker di sini. Menemukan obat kanker yang one-size-fits-all itu sangat sulit karena sifat alamiah dari sel kanker itu sendiri.Kita sudah hidup berdampingan dengan kanker selama ribuan tahun. Deskripsi tertua tentang kanker yang diketahui tertulis dalam buku teks pembedahan sejak zaman Mesir Kuno, sekitar 3000 tahun SM (disebut Edwin Smith Papyrus). Buku ini menggambarkan 8 kasus tumor atau 'bopeng' pada payudara yang dibuang dengan alat yang disebut 'the fire drill'. Di buku itu tertulis “There is no treatment.”[1] Kanker juga bukan penyakit 'orang kaya' saja karena 70% kematian akibat kanker terjadi di negara berpendapatan rendah dan menengah.[2] Kanker bukanlah penyakit yang datang dari luar tubuh kita, tidak seperti penyakit infeksi yang disebabkan organisme 'asing' dari luar tubuh kita. Hampir semua penyakit yang datangnya dari dalam tubuh kita lebih sulit disembuhkan (contoh diabetes, hipertensi, gangguan metabolisme, dll). Sederhananya, ya karena sel-sel yang membawa penyakit ini adalah sel-sel yang dikenali sebagai penyusun tubuh kita sendiri. Sel-sel kanker memperbanyak diri dengan sangat masif. Jika sel normal tubuh hanya bisa 'hamil' 40–60x kemudian mati, maka sel kanker jauh lebih banyak dari itu dan umurnya jauh lebih panjang di bandingkan sel normal. Sel-sel kanker memiliki daya 'adaptasi' yang luar biasa. Mereka sangat mandiri (mampu tumbuh di situasi sulit), mampu berganti 'wajah' (mutasi) dengan cepat & berpindah tempat (metastasis) yang menyebabkan obat sulit memberantas sel kanker sampai benar-benar habis (resistensi sel kanker). Jadi sebenarnya manusia pada hakikatnya selalu berkejar-kejaran dengan kanker.Sebuah perbandingan[3] Salah satu hal yang paling penting dalam penanganan kanker adalah deteksi sedini mungkin sebelum sel kanker menyebar secara masif. Masalahnya, seringkali pasien baru datang saat kankernya sudah stadium III dan IV. Sel-sel kanker sudah keburu berkembang biak tak terkontrol. Memang tidak murni 'salah' si pasien. Otoritas berwenang sendiri juga tidak punya program edukasi dan screening dini kanker yang jelas dan diterapkan secara masif seperti di negara-negara lain (misalnya screening kanker serviks dan kolon). Sebenarnya ditanggung sih oleh BPJS, tapi saya tidak tahu efektivitas program screening ini (bahan penelitian nih. Hehe).Selain pembedahan/operasi dan radiasi, salah satu lini utama terapi kanker adalah kemoterapi konvensional. Sebagai analogi kemoterapi ini, anggaplah Anda adalah seorang sniper di keramaian. Diminta memburu komplotan teroris dengan ciri-ciri tato bergambar bom ukuran 5 cm di punggung karena dia akan memasang bom di pusat keramaian yang berpotensi meledakkan seluruh kota. Karena Anda berkejaran dengan waktu, jadi Anda memilih melemparkan bom ke keramaian untuk menghindari kematian seluruh penduduk kota walaupun harus mengorbankan satu kelurahan. Eh ternyata, tidak semuanya mati. Sebagian komplotan keburu kabur ke kota lain & ingin menjalankan misi yang sama. Obat kanker yang didesain bekerja lebih spesifik sesuai karakteristik dari masing-masing individu memang ada, dengan efek samping yang relatif lebih mudah ditoleransi. Namun, tentu saja untuk mengembangkan ini butuh sumber daya yang tidak sedikit dan waktu yang tidak sebentar yang pada akhirnya berpengaruh pada mahalnya biaya terapi. Kenapa sulit? Ya kembali lagi karena sifat sel kanker yang dinamis itu.SUmber: Precision Medicine in Cancer Treatment Terapi terkini yang sudah disetujui oleh FDA dan EMA (Badan POM-nya Amerika Serikat dan Uni Eropa) adalah terapi gen untuk leukemia dan limfoma (disebut tisagenlecleucel dengan merek dagang Kymriah dan Yescarta). Sederhananya, terapi ini bekerja dengan memanfaatkan sel darah putih si pasien (sel T) yang dimofikasi secara genetik (untuk memproduksi chimeric antigen receptor (CAR)) sehingga mampu mengenal sel kanker sebagai benda asing dan berbalik membunuh sel kanker dalam tubuh pasien itu sendiri. Berapa biayanya? USD 373–475 ribu atau IDR 5–7 milyar![4] Terjangkau? Tentu tidak bagi mayoritas manusia di bumi, bahkan bagi yang punya asuransi terlengkap sekalipun. Perlu lobi-lobi politik dan usaha bertahun-tahun agar biaya ini dapat diturunkan. Perjalanan menemukan obat bukan semata selesai sampai menemukan obatnya, tapi juga bagaimana memberikan kesempatan seluas mungkin bagi semua orang yang membutuhkan. Menurut saya pribadi, tidak ada obat yang lebih efektif untuk kanker, selain 'mengobati' diri kita sendiri dari 'penyakit' melakukan kebiasaan-kebiasaan yang membawa lebih banyak keburukan bagi tubuh kita di masa depan, seperti kanker. Terima kasih sudah membaca.Catatan Kaki[1] Early History of Cancer | American Cancer Society[2] Cancer[3] Cancer stem cell-targeted bio-imaging and chemotherapeutic perspective[4] Staggering Prices Slow Insurers’ Coverage Of CAR-T Cancer Therapy"
Terbuat dari apakah micin?,"Micin/MSG merupakan salah satu bentuk penyedap rasa yang sering dipakai di makanan. MSG yang kita kenal biasanya dalam bentuk serbuk kaya ajinomoto, namun terkadang MSG juga berada dalam makanan secara natural seperti pada tomat, keju, dan sup. Micin bisa didapat dengan ekstraksi dan kristalisasi dari bahan makanan, namun cara yang populer digunakan untuk membuat micin kaya ajinomoto adalah dengan fermentasi pati dan gula memakai bakteri Micrococcus glutamicus."
