question,answer
Apa saja misteri yang telah terungkap tetapi belum banyak orang yang tahu?,"Penyebab dibalik misteri Segitiga Bermuda yang mematikan Selama bertahun-tahun para ilmuwan berlomba-lomba memecahkan misteri Segitiga Bermuda yang konon menyebabkan hilangnya ratusan kapal dan pesawat yang melintasi daerah tersebut. Namun akhir-akhir ini para ilmuwan telah menemukan satu faktor yang menyebabkan daerah ini menjadi salah satu tempat paling berbahaya di dunia. Killer clouds Itulah yang dipercaya kebanyakan ilmuwan telah menenggelamkan dan menghancurkan banyak kapal serta pesawat di daerah misterius tersebut. Para peneliti menyebutkan bahwa killer clouds yang berbentuk heksagonal itu dapat berkumpul dan membentuk segitiga besar Bermuda itu. Selain berpenampilan mengerikan, kekuatan killer clouds juga sangat mengerikan Fenomena killer clouds dapat menyebabkan angin mematikan berkecepatan 273,6 km/jam yang mereka deskripsikan sebagai bom udara. Mereka percaya bahwa ledakan-ledakan brutal udara tersebut lah yang mampu membalik kapal dan bahkan menenggelamkan pesawat ke dalam laut."
Kejahatan paling cerdas manakah yang pernah dilakukan sepanjang sejarah?,Who is the most intelligent criminal in history? Why?
Siapa pelaku pembunuhan Abraham Lincoln?,"John Wilkes Booth - Wikipedia Namanya John Wilkes Booth.Booth adalah simpatisan kelompok Konfederasi. Bersama kelompoknya dia berencana menculik Lincoln. Tapi rencana penculikan berkembang jadi rencana pembunuhan dengan target Lincoln, Andrew Johnson (wapres) dan William Seward (setneg). Tapi hanya Booth yang kemudian melakukan penembakan pada Lincoln. Booth tertembak mati 12 hari setelah membunuh Lincoln saat baku tembak dengan petugas yang akan menangkapnya. Anggota kelompoknya yang tersisa 8 diadili dan 4 di antaranya digantung. Fiat sapientia praevalet."
Misteri apa yang sampai saat ini belum terungkapkan?,"Untuk aku pribadi — yang paling menggelitik dalam batinku — adalah masalah eksistensi; yang jika dinyatakan dalam bentuk pertanyaan:Why does the universe (life) exist? Why does anything exist at all? Why is there something rather than nothing? How can something (a universe) come from nothing? If God does exist, where is He from? Where does His source of power come from? How can He exist by himself? (terjemahan bebas: Mengapa ada kehidupan? Mengapa harus ada ‘sesuatu’ [kehidupan]? Mengapa sesuatu [kehidupan] itu ada ketimbang ketiadaan? Bagaimana alam semesta itu terbentuk dari ketiadaan? Jika Tuhan benar-benar ada, dari mana asal-Nya? Dari mana asal kekuatan-Nya? Bagaimana dia bisa ada dengan sendiri-Nya?)Why am I here? Out of all the chances to not exist, why do I exist? (terjemahan bebas: Mengapa aku ada? Mengapa dari sekian banyak kemungkinan untuk tidak ada, aku ada?)Why was I born in this age (the ‘90s)? Why wasn’t I born in the past (ex. 1835, 1270, 500, 10, 70BC, 202 BC or later in the year of 3018, 8018, 10.0018)? Why was I born in Indonesia? Why not in England, U.S., or Japan or anywhere else for example)? Why was I born to this family? Why was I born with this gender? Is life predestined? Is there such thing as destiny or fate?(terjemahan bebas: Mengapa aku terlahir di zaman ini [tahun 90an]? Kenapa aku tidak terlahir di masa lalu [misal pada tahun 1835, 1270, 500, 10, 70SM, 202SM atau pada tahun-tahun kemudian seperti pada tahun 3018, 8018, 10.018]? Mengapa aku terlahir di Indonesia? Kenapa tidak di Inggris, AS, atau Jepang atau entah dimana selain Indonesia misalnya? Mengapa aku terlahir di keluarga ini? Mengapa aku terlahir dengan jenis kelamin ini? Apakah hidup telah ditentukan? Apakah nasib atau takdir itu sungguh ada?)Who am I? Am I my brain? Are we living in a simulation? (terjemahan bebas: Siapa aku? Apakah aku adalah sekedar otak [pikiran] -ku semata? Apakah aku [kita] sedang berada dalam simulasi?)What happens after death? Where do people go when they die? Is there life after death? Do heaven and hell really exist? (terjemahan bebas: Apa yang terjadi pada saat kita mati? Kemana kita pergi setelah kita mati? Apakah ada kehidupan setelah kematian? Apakah surga dan neraka itu benar ada?)What was there in the begining? What was there before the begining? (terjemahan bebas: Apa yang ada/terjadi di permulaan? Bagaimana kondisi sebelum permulaan?Dan yang paling absurd — yang tidak lain dan tidak bukan — adalah fundamen dari setiap pertanyaan-pertanyaan di atas: What is the meaning of (my) life? (Apa arti kehidupan [-ku]?) Apakah benar hidup itu seperti kabut/uap yang muncul sesaat dan lenyap seketika?"
Apa sajakah senjata pembunuh penguasa yang terkenal dalam sejarah dunia?,"Single-Shot .44 Caliber Philadelphia DerringerSenjata model ini dipakai untuk menembak mati presiden Amerika Serikat, Abraham Lincoln di kepalanya oleh John Wilkes Booth. Bisa dibilang pembunuhan ini merupakan tragedi yang terkenal karena selain menjadi presiden, Abraham Lincoln baru saja selesai melewati fase tersulit dalam masa kepemimimpinannya yaitu Perang Sipil Amerika Serikat antara Utara dan Selatan. Carcano Model 38 CarbineSenjata laras panjang ini juga terkenal sebagai senjata yang dipakai Lee Harvey Oswald untuk menembak mati presiden Amerika Serikat, John F. Kennedy ketika konvoinya sedang berada di Dallas, Texas. Tidak bisa dipungkiri bahwa kejadian tersebut merupakan kejadian pembunuhan yang sangat terkenal karena banyaknya konspirasi dan misteri yang muncul terkait mengapa JFK sendiri dibunuh. Ada yang bilang ini karena dari Mafia, KGB atau bahkan shadow government di Amerika. Kayanya dua ini yang kepikiran di kepala saya kalo ngomongin pembunuh penguasa."
Siapakah pengkhianat yang paling terkenal dalam sejarah dunia?,"Masa-masa menjelang Perang Dunia II Tiongkok berada di bawah ancaman invasi Jepang. Wang Jingwei adalah seorang politisi yang selalu berdebat dengan pemimpin partai Kuo Mintang, Chiang Kai Shek tentang bagaimana menghadapi ancaman Jepang. Jepang menawarkan Jingwei kesempatan untuk membuat pemerintahan ""boneka"" di Nanking sebagai imbalan untuk mengendalikan Nanking di bawah Jepang. Jingwei setuju, dan dalam pidato radio, dia mengumumkan konsesi. Hanya setahun sebelum Jepang menyerah, Jingwei meninggal dan dimakamkan di Nanking. Tiongkok akhirnya mendapatkan kembali kendali atas Nanking ketika perang berakhir. Mereka menghancurkan makam Jingwei dan bahkan membakar jenazahnya karena mengkhianati mereka. Baik di Tiongkok maupun Taiwan, namanya menjadi istilah untuk pengkhianat. Dia tanpa diragukan lagi adalah salah satu pengkhianat yang paling dibenci dalam sejarah Tiongkok."
"Siapa jagoan terhebat dalam sejarah, dan mengapa?","Who is history's greatest badass, and why?"
Apa misteri terbesar yang dipecahkan peneliti?,What are the most famous solved mysteries?
Apa sajakah misteri terkenal yang belum terpecahkan?,What are some of the most famous unsolved mysteries?
Apa saja misteri terbesar yang belum terselesaikan sepanjang masa?,What are some of the greatest unsolved mysteries of all time?
Apa saja misteri internet yang tidak terpecahkan sampai saat ini?,Sebuah laman video misterius pada youtube yang nama akun Webdriver torso tiba-tiba terbuat pada youtube pada tahun 2013. Akun tersebut selalu mengunggah sebuah video yang berdurasi 11 detik setiap menitnya pada satu hari.Didalam video tersebut hanya menampilkan bentuk kotak dengan warna merah dan biru dengan suara ‘bip’ yang sangat aneh. Hingga saat ini masih belum ada yang mengetahui apa arti dari video yang diunggah tersebut. Tetapi ada banyak juga yang mengatakan bahwa video tersebut adalah sebuah video yang dimaksudkan untuk memanggil mata-mata. Pada tahun 2014 Google mengungkapkan bahwa akun ini hanya merupakan akun yang dipergunakan untuk menguji kualitas layanan video tersebut. Namun dengan informasi tersebut masih banyak juga yang mengatakan bahwa video tersebut masih memiliki maksud tertentu.
Apa misteri yang ilmu pengetahuan pun belum bisa menjelaskannya?,What are the mysteries in real places that even science cannot yet explain?
