question,answer
Seberapa akurat metode tes IQ untuk mengukur kecerdasan seseorang?,"Untuk mengetahui seberapa akurat sebuah alat tes psikologi, terutama alat tes yang berbasis statistika, acuannya hanya tinggal ditanyakan saja berapa indeks validitas dan reliabilitasnya[1]. Zaman sekarang Anda bisa dengan mudah meng-googling informasi terkait validitas dan reliabilitas sebuah alat tes via internet. Semakin tinggi indeks validitas suatu alat ukur psikologis, maka akan semakin tinggal pula keakuratan prediksi dari alat tes tersebut. Sebagai contoh, alat tes psikologis yang saat ini sedang sangat terkenal dan seringkali digunakan khalayak awam untuk mengetahui kepribadian seseorang, tetapi ternyata secara empiris alat tes tersebut memiliki indeks validitas yang sangat buruk. Dan alat tes yang dimaksud tak lain dan tak bukan adalah Myers-Briggs Type Indicator alias MBTI[2][3]. Jangan dianggap serius ya kalau di tes MBTI. Anggap saja seperti ramalan bintang. Jadi, kembali pada pertanyaan awal, seberapa akurat metode tes IQ untuk mengukur kecerdasan seseorang? Jawabannya sangat bervariasi. Bergantung apa alat tes intelijensi yang Anda gunakan dan seberapa tinggi indeks validitas dari alat tes tersebut. Lantaran tes intelijensi juga banyak sekali jenisnya. Dari yang sudah baku dan terstandarisasi, sampai dengan yang masih abal-abal dan menyesatkan. Jadi, sekali lagi silakan dicek saja indeks validitas dan reliabilitasnya ya.. Demikian semoga membantu sesama Quorawan.Catatan Kaki[1] Uji Validitas dan Reliabilitas[2] Myers–Briggs Type Indicator - Wikipedia[3] Goodbye to MBTI, the Fad That Won’t Die"
Apa benar manusia menggunakan otaknya sebesar 5-10% ?,"Otak manusia bekerja dengan 1000+ gerak dan 100+ pandangan pada otot dan otak. Kita memiliki saraf otak sensorik autorik, paranorik, dan saraf otak gen dan neugen. Setiap otak bekerja sebagai tempat mengingat dan mengingatkan. Khususnya dalam keadaan beraktivitas dan mensharingkan saluran organic dan anorganic pada otak. Dengan banyak fungsi pada kegunaan otak dan sistem halus pada jaringan holtogram dan autodrafer itu sendiri. Jadi fungsinya atau manfaatnya otak emang memberlakukan otak dengan sebesaran 5–10%, karena saat berkegiatan dan fokus otak kita selalu bereaksi dan menanggap setiap apa yang dikerjakan dan ditawarkan namun fungsi aliran otak itu sendiri juga terbagi bagi menjadi bagian yang kecil, dan menengah Itu yang disebabkan disaat manusia membentuk pola pikiran dan otak menggunakan sebagian% pada kepribadianya dan fungsi pribadinya. Untuk bisa melihat tes dan praktek yang cepat dan tepat. Karena disaat kita lagi menetestingkan sebuah kemampuan kita akan mudah menentukan/menetapkan dimana fungsi akar pada saraf pusat berhenti dan neutronya akan menuju kemana, misalnya pada fol A ke fol C, maka dia akan pergi kepusat yang halus pada akar fungsi yang bercabang. Jadi benar otak juga menggerakan manusia dan pusat saraf pada manusia juga dikendalikan pada bagian yang sederhana. Dan begitu pula manusia juga menggunakan otak dan menggerakanya sebagai keterampilan dan pengalaman bagi sih saraf otak dengan bagian terkecil pada sumbu simetris sistem dan oskuen jaringan otak yang tersambung dan terselubungkan pada bagianya yang berkeping dan berdempet atau pada bagian postur (plus) kembar (genap) pada otak dan saraf/titik pusat otak."
Bagaimana melatih otak kita agar tidak cepat lupa ?,"RAIH 100% KINERJA OTAK DENGAN CARA INI ! *kata sebuah artikel dalam situs yang menjual berbagai macam buku dan metoda tertentu agar anda super cerdas. HAHA Banyak sumber mengatakan otak kita hanya bekerja sebanyak 10%. Oke, sumber yang mengatakan hal tersebut sebetulnya hoax ! Otak bekerja 100% setiap saat, kecuali pada saat tidur. Lalu, ada pepatah mengatakan :pengalaman adalah guru terbaikPepatah tersebut tidak semata-mata hadir tanpa sebab. Ini terkait dengan otak, kepribadian, mentalitas, pikiran, emosi, menanggapi suatu keadaan yang terkait dengan pancaindera. Jadi, tidak ada hal mutlak lain untuk melatih otak agar tidak cepat lupa, kecuali melalui PENGULANGAN. Ya, jawabannya PENGULANGAN. — LANTAS BAGAIMANA CARA MENGOPTIMALKANNYA ? Otak itu sekumpulan milyaran sel-sel neuron yang tersusun dengan pola dan bekerja setiap saat, ( kecuali kita mati ). Pola tersebut menunjukan emosi, cara bersikap, gerakan motorik, dan sensasi lainnya tergantung stimulus.Sebuah sistem rumit menghubungkan otak dengan bagian-bagian syaraf lainnya di tubuh. Dan komunikasinya terjadi hanya dalam waktu sepersekian detik. Contohnya : Reaksi tangan kita terkena air panas, begitu cepat bukan ? — Memori otak itu sebetulnya terdiri dari jaringan sel yang bekerja secara sistematis :Membuat respon pertama ( pengalaman pertama )Menyimpan pergerakan respon sel ( sesudah pengalaman pertama )Saat terus menerus mendapat pengalaman serupa, jaringan otak bahkan bentuk gelombang otak itu sendiri merubah pola kerja terhadap stimuli yang sama.Dan saat memiliki pola bentuk inilah, kita akan menjadi sulit lupaContoh yang paling mudah : menyetir mobil/motor/kendaraan. Proses jaringan dan jalur otak kurang lebih seperti berikut : Pertama kali menyetir, otak menerima rangsangan baru dan membuat koneksi sesuai konteks indera dan syaraf terkait ( mata, sel motorik, pendengaran ). Pengalaman berikutnya menyetir, otak yang pernah menerima ransangan, akan menjadi lebih mudah membuat pola respon tersebut. Ke-100 kali menyetir, jaringan otak dan gelombang otak sudah memiliki bentuk dan pola menanggapi rangsangan atau perintah secara sadar untuk menyetir kendaraan. Dan disinilah momen dimana kita sulit lupa. Jari merespon dengan baik terhadap rem ketika syaraf mata menangkap adanya benda di depan. — KESIMPULAN Ini hanya kesimpulan yang saya dapat, dan terkait dengan Long Term Memory, dan kaitannya dengan habit. Bilamana terkait dengan short term memory, saya rasa anda akan lebih mudah memulai darimana untuk mencarinya dalam Google. — REFERENSI Slide show: How your brain works How Human Memory Works"
Apakah teori orang yang dominan menggunakan otak kiri atau otak kanan itu benar?,"Terimakasih atas A2A nya.. Banyak teori teori yang beredar di internet atau bahkan hanya dari mulut ke mulut.Teori teori tersebut dikemukakan oleh bukan ilmuwan melainkan hanya orang yang ingin membanding bandingkan satu sama lainnya. Jika menurut saya, otak kanan dan otak kiri memiliki pengaruh yang berbeda seperti orang yang akan memiliki otak kiri cenderung lebih verbal, memakai logika, dan terpaku pada waktu. Sedangkan, orang yang memakai otak kanan cenderung visual, abstrak, dan global. Teori teori tentang dominasi otak kanan atau otak kiri masih rancu.Karena kebanyakan orang telah mengikuti teori tersebut.dan banyak pula dari mereka yang mengatakan bahwa ketika mereka melakukan teori tersebut hasilnya mereka menggunakan otak kanan, tetapi mereka mengasumsikan bahwa dalam kehidupan sehari hari mereka lebih sering memakai otak kiri. Teori tersebut belum sepenuhnya benar."
Bagaimana kita bisa berhenti membiarkan otak kita mengendalikan kita dan mengendalikan otak kita?,"Pikiran tidaklah mudah dikendalikan, karena pikiran bukan hanya sebuah proses tetapi banyak proses yang berlangsung terus menerus tiada henti dan sangat cepat. Pikiran tidak bisa dikendalikan, tetapi bisa dilatih ke arah yang lebih baik. Ini kira-kira alur proses berpikirDiawali menerima informasi / rangsangan / sensasi dari panca indra atau dari kenangan (memory), muncul kesadaran akan adanya rangsangan. Kesadaran hanya muncul kalau ada perhatian yang juga muncul pada saat bersamaan dengan munculnya rangsangan tersebut. Tanpa keduanya, maka informasi yang muncul di panca indra hanya berlalu begitu saja.Begitu informasi diterima, akan dianalisa, muncul memory masa lalu, sebagai pembanding dari informasi yang baru saja masuk.Ketika analisa dilakukan muncullah pembanding, pembanding berdasarkan informasi yang pernah ada, kenangan, memory / kenangan masa lalu menjadi bahan pertimbangan. Di sinilah proses yang paling penting diputuskan yang menimbulkan persepsi terhadap rangsangsn tersebut. Walaupun pertimbangan dilakukan dengan membandingkan dengan memory, pertimbangan tetap saja berorientasi pada “aku”. “Aku” menjadi pertimbangan utama, menjadi titik sentral dari keputusan, menjadi sentral dari semua persepsi. Setelah proses evaluasi dan analisa, maka munculahPerasaan. Perasaan hanya ada 3 jenisSuka, menyenangkan karena memuaskan “aku”Menyebalkan, karena tidak memenuhi keinginan “aku”NetralProses berpikir di atas berlangsung sangat cepat, dikatakan dalam satu detik pikiran dapat menganalisa milaran informasi. Sebenarnya pikiran mengolah secara terputus-putus, tetapi karena berlangusng sangat cepat, maka sepertinya berlangsung secara terus-menerus. Jika ingin mengontrol pikiran, persepsi mengenai “Aku” yang harus diubah. Kalau diperhatikan dari proses di atas, yang namanya “Aku” sejatinya muncul, berlangsung dan sirna terus menerus. Seperti TV sebenarnya menampilkan gambar diam dalam satu detik 24–30 kali, tapi karena cepat berganti, sepertinya TV menampilkan gambar yang bergerak. Demikian juga proses pikiran, yang berlangsung sangat cepat, yang semuanya dianggap sebagai “aku”, sehingga sepertinya “aku” itu selalu ada tidak pernah ada jedanya. Padahal hanyalah sebuah proses yang terus-menerus. Pandangan salah inilah yang menjadikan “aku” sebagai pusat dari semua ini. Kesadaran (akan sentuhan indra), analisa, memory dan perasaan “Aku” yang kita pertahankan sudah sirna, tetapi kita masih memeggangnya erat-erat. Sehingga terjadilah pikiran yang selalu berorientasi pada “Aku”. Semakin rendahnya orientasi pada aku, semakin rendahnya egoisme, semakin mudah pikiran dikendalikan. Untuk memudahkan menyadari akan hal ini, latihan yang dapat dilakukan adalah melakukan latihan Meditas dengan teknik Vipasana. Pada tahapan awal meditasi, dimulai dengan mengamati objek meditasi, misalkan nafas masuk dan keluarkan secara alami. Sadar nafas masuk, sadar nafas keluar. Ketika menyadari nafas masuk dan nafas keluar, hanya diamati saja, tidak dinilai. Sadar nafas masuk, sadar nafas keluar, tidak boleh ada suka atau benci terhadap apa yang terjadi. Jika pikiran mengembara, secara sadar pikiran dikembalikan pada nafas, tidak perlu kecewa (marah). Jika ada rasa nyaman, juga hanya disadari, tidak perlu menyukai. Dengan terus berlatih hanya mengamati, maka “Aku” yang biasanya berperan, menjadi lebih tidak aktif. Jika terus menerus dilatih, maka “Aku” sudah biasa tidak berperan, sehingga pengamatan sebagaimana apa adanya menjadi lebih kuat. Ketika “aku” tidaklah berperan besar, maka pikiran lebih akan memutuskan berdasarkan apa adanya, dengan pertimbangan “aku” lebih mengecil. Sehingga pikiran lebih terlatih."
Bagaimana cara menjaga otak agar tidak tumpul?,Membaca dan mengerti apa yang dibaca. Jangan terburu-buru dan jangan hanya tentang berhitung.
Mengapa hati dan otak sering tidak sejalan?,"Karena beda fungsi. Otak adalah pusat pengaturan utama. Sedangkan hati adalah organ pencernaan. Tetapi sebenarnya mereka kompak, kok, dalam menjalankan tugas masing-masing.Ok, tadi itu bercanda. Walaupun tidak lucu. Baik, mungkin yang dimaksud otak dalam pertanyaan ini adalah akal. Tidak semua yang punya otak berakal. Tapi akal selalu numpang aksistensinya pada otak. Karena itu akal sering disebut otak. Dan hati juga bukan hati yang organ pencernaan. Ini hati yang numpang eksistensinya pada jantung, kan? Benda abstrak yang kita tidak bisa lihat wujud aslinya. Mengapa akal dan hati sering tidak sejalan? Karena beda fungsi. Hati itu untuk merasakan emosi. Sedangkan akal untuk berpikir rasional.Dawuhnya mbah Imam Ghazali, hati nurani dan akal harus ditempatkan sesuai dengan kedudukannya. Ibarat diri kita secara keseluruhan adalah sebuah kerajaan, hati nurani adalah rajanya, akal adalah penasehatnya, nafsu adalah tukang narik pajak, dan amarah adalah polisinya. Wajar kalau antara raja, penasehat, tukang narik pajak, dan polisi pikirannya beda-beda. Yang penting mereka bisa menjalankan tugas sesuai peran masing-masing saja. Penasehat boleh memberi masukan. Memang tugas dia adalah untuk membantu mikir. Tetapi penasehat ya hanya sebatas penasehat. Yang punya kuasa mengambil keputusan akhir tetap rajanya. Sebenarnya yang lebih berbahaya itu kalau polisinya yang sok-sokan peran jadi raja. Bisa-bisa sedikit-sedikit main pentung, sedikit-sedikit main pistol, sedikit-sedikit main borgol. Apalagi kalau tukang narik pajak yang disuruh jadi raja. Waduh!"
Apa saja permainan yang mampu mengasah otak?,"Mungkin game ini berbeda dengan game game mengasah otak yang lainnya.Gamenya adalahGame nya adalah :Crash of Cars - Racing with block.Menurut saya Game ini cukup membuat otak kanan dan kiri berkerja sama.Inti dari game ini adalah mengumpulkan lingkaran sebanyak mungkin dan menghindari blok kotak.Memang saat kita mendengar pertama kali akan terasa sangat membosankan dan mudah,Tapi saat mencobanya kamu baru mengerti betapa seru dan sulitnya game ini. Selain semakin lama kita akan bergerak semakin cepat,blok kotak akan semakin banyak dan sulit.Game ini menggunakan kontrol 2 tangan,tangan kanan untuk mobil di kanan dan tangan kiri untuk mobil di kiri. Cukup dengan 2 jempol kita bisa memainkan Game tersebut."
Bagaimana cara melatih otak agar cerdas?,"Berupaya sekuat kemampuan otak, jiwa, soul anda untuk mengetahu bidang pengetahuan yang bermanfaat dalam kehidupan anda sendiri yang disimpulkan sociology sciences and knowledge, dan do not ever give up!!!"
Apa saja game yang dapat melatih otak dan meningkatkan IQ?,"1. Skillz Game ini akan menguji kamu dengan latihan yang mampu meningkatkan ingatan, kecepatan berpikir, akurasi berpikir, dan lainnya. Game ini juga cocok untuk membantu melatih anak untuk mengenal warna dan meningkatkan kemampuan mereka. Tak hanya utnuk anak, kamu yang sudah dewasa pun dapat mengasah otak dengan puzzle logika yang sulit. 2. Unblock Me sebuah game puzzle klasik yang menggunakan balok kayu sebagai tema utamanya. Untuk memenangkan tiap levelnya kamu hanya butuh mengeluarkan balok merah keluar. 3. 2048 Game ini merupakan game asah otak terbaik dan terpopuler yang menggunakan angka sebagai tema utamanya. Cara bermainnya adalah membuat angka hingga berjumlah 2048. Cara memainkannya dengan cara menggabungkan angka di papan bermain yang besarnya beragam. Game ini sangat cocok untuk mengisi waktu luang kamu atau untuk melatih konsentrasi otak kamu. 4. Rullo Merupakan games asah otak matematika yang seru dan menantang untuk kamu yang mencari permainan hitung-hitungan. Cara bermain game ini simpel, kamu cukup menyusun angka di papan yang berukuran 5x5 atau 8x8. Angka yang kamu susun akan dijumlahkan dan harus sesuai dengan angka di ujung papan."
Bagaimana cara menyegarkan otak?,Main game mungkin..atau jalan ke pantai..atau jalan ketaman
Bagaimana cara melatih ingatan bagi orang yang pelupa?,"Buat catatan kecil, kadang saya bikin catatan di hp,kadsng wa atau telegram. Saya group sama istri yg isinya catatan2"
Apakah ada seseorang yang terlahir tanpa otak?,Has anyone been born without a brain?
Bagaimana cara membuat otak lebih tanggap?,"Perbanyak belajar dan mengasah otak seperti bermain TTS, puzzle, dll untuk memperkuat kinerja otak dan membuat otak menjadi lebih cermat dan lebih tanggap."
Bagaimana cara melatih fokus dan konsentrasi?,"Saya akan jawab versi saya. Fokus adalah kemampuan konsentrasi terhadap sesuatu atau objek tanpa terganggu hal lain. menurut saya fokus tidak perlu dilatih, yang harus dilakukan mencegah hal lain yang mengganggu konsentrasi anda. Jika anda punya keinginan dan tujuan yang akan dicapai saya yakin anda akan fokus tanpa harus latihan. Misalkan 2 hari lagi akan ada ulangan, tanpa latihan anda akan fokus belajar karena tidak mau mendapat nilai jelek. Anda punya tujuan/target otomatis anda akan menyingkirkan semua hal yang mengganggu konsentrasi anda."
Apakah multitasking baik untuk melatih kinerja otak? Atau justru sebaliknya?,"Terima kasih sebelumnya untuk mengajukan pertanyaan ini langsung kepada saya karena berkaitan dengan buku yang sedang saya baca Thinking, Fast and Slow. (Bukunya bagus tapi agak tebal dan belum sempat saya baca sampai habis). Pertama yang ingin saya sampaikan adalah saya bukan seorang neuroscientist atau pakar psikologi namun hanya seorang amatir yang tertarik dengan psikologi secara umum. Jadi jika ada pakar yang membaca jawaban ini, mohon koreksi jawaban saya apabila kurang baik. State of the Art Menurut riset yang sudah dilakukan (saya baca di Attention - Wikipedia yang disertai referensi ilmiah), multitasking menyebabkan individu lebih mudah melakukan kesalahan. Sistem 1 dan Sistem 2Konsep sistem 1 dan sistem 2 dalam buku Thinking, Fast and Slow menyebutkan pikiran manusia memiliki dua jenis sistem yang dapat berjalanan di belakang layar dan sistem yang membutuhkan fokus yang lebih. Sistem 1 dan sistem 2 mirip dengan otak kiri dan otak kanan. Hanya saja pengarang buku ini tidak ingin menyebut sistem 1 dan 2 sebagai sistem kiri-kanan, logis-kreatif karena sebenarnya sistem 1 dan 2 yang dimaksud memiliki karakteristik lebih unik. Penjelasan lebih lengkap mengenai karakteristik sistem 1 dan sistem 2 silahkan baca langsung ya :) (Saya tidak ingin spoiler terlalu banyak) Setelah saya memahami sedikit konsep koginitif sistem 1 dan sistem 2, saya paham bahwa ada jenis pekerjaan dalam otak yaitu perkerjaan yang membutuhkan perhatian lebih dan pekerjaan yang dapat dijalankan di belakang layar karena tidak membutuhkan perhatian lebih. Namun sayangnya pekerjaan yang dapat dilakukan sistem 1 dan sistem 2 sangat relatif terhadap masing-masing individu. Misalnya pertanyaan matematis seperti ini. 1 x 1 = ? Bisa jadi anda tidak memerlukan waktu yang cukup banyak untuk menghitung tanpa alat bantu hitung. Coba saja sekarang pertanyaannya dimodifikasi sedikit menjadi pertanyaan berikut. 11 x 11 = ?Coba hitung dalam pikiran tanpa alat bantu hitung termasuk jangan coba hitung dalam secarik kertas ya :)Kalau saya sejak SD kebetulan hafal perkalian 2 digit sampai belasan, jadi saya sudah tahu jawabannya dalam waktu kurang dari setengah detik. Jadi setiap pekerjaan memiliki bobot perhatian tersendiri. “Baik tidaknya multitasking terhadap kinerja otak relatif terhadap bobot perhatian masing-masing pekerjaan” Pengalaman Saya Ketika masih kuliah saya pernah coba mengerjakan tugas sembari diiringi lagu John Mayer yang kedengarannya agak blues dan jazz, jelas saja karena saya suka, tugas saya lebih cepat terselesaikan daripada biasanya. Namun pernah juga disebelah tempat tinggal saya ada konser dangdut yang cenderung ribut, tidak sedikit pun tugas saya yang dapat saya selesaikan. Aduh menyebalkan sekali :( “Baik tidaknya multitasking terhadap kinerja otak relatif terhadap keadaan emosional” Kesimpulan & SaranKalau mengenal diri sendiri adalah bagian dari “latihan”. Coba kenali pekerjaan apa yang anda dapat lakukan secara bersamaan. Misalnya kalau menonton di Bioskop sembari berpegangan tangan dengan pasangan meningkatkan kinerja otak (termasuk mood/kondisi emosional) lakukanlah sering-sering. Astaga kemarin saya coba ke bioskop sendiri ternyata menyenangkan! Tapi jangan coba multitasking dengan cara kencan bersama pasangan sembari mengirim pesan mesra ke lawan jenis selain pasangan anda. Niscaya kinerja otak akan terganggu kalau ketahuan :)"
Apa itu otak kadal?,"Biasanya ini istilah yang kadang dipakai untuk amygdala/amigdala sering juga disebut otak dinosaurus/primitif, karena juga terdapat pada hewan, dan merupakan sumber dari persepsi dan juga rasa takut kita. Penjelasan di wikipedia: ""Amigdala berasal dari bahasa latin amygdalae (bahasa Yunani αμυγδαλή, amygdalē, almond, 'amandel') adalah sekelompok saraf yang berbentuk kacang almond. Pada otak vertebrata terletak pada bagian medial temporal lobe, secara anatomi amigdala dianggap sebagai bagian dari basal ganglia. Amigdala dipercayai merupakan bagian otak yang berperan dalam melakukan pengolahan dan ingatan terhadap reaksi emosi. Oleh karenanya amigdala juga merupakan bagian dari sistem limbik yang dipelajari pada ilmu neurosains kognitif."""
