question,answer
Mengapa sulit untuk mengobati kanker stadium 4?,"Karena pada kanker stadium 4 sudah ada sel-sel kanker yang beredar diseluruh tubuh pasien, jadi tidak lagi terbatas pada suatu jaringan atau organ. Sehingga kita tidak bisa mengisolir pertumbuhannya, karena sudah menjadi hal yang sistemik. Langkah terbaik yang bisa dilakukan adalah dengan kemoterapi, tetapi ini merupakan pedang bermata dua, karena obat-obatan kemoterapi fungsinya adalah menghancurkan sel yang bertumbuh secara patologis sementara sel-sel kanker yang patologis itu sudah tersebar ke seluruh tubuh maka ikut ‘meracuni’ sel-sel sehat di jaringan organ tempat sel kanker itu berada. Dua hal inilah yang menyebabkan kenapa kanker stadium 4 angka rerata kesembuhan dalam 5 tahun-nya sangat rendah (berkisar dibawah 25%). Karenanya deteksi dini itu sangat perlu dan tidak boleh dianggap remeh, lebih baik kita berprasangka buruk pada suatu benjolan sampai terbukti tidak ganas daripada mengganggap remeh suatu benjolan yang kecil, tidak nyeri dan tidak mengganggu untuk kemudian berkembang menjadi hal yang sangat menakutkan yang tidak terdeteksi sampai stadium 4."
Apakah kanker dapat disembuhkan?,"Menurut salsa bisa disembuhkan -Ketika orang tersebut memiliki SEMANGAT untuk hidup yang tinggi -Kemudian perubahan gaya hidup lebih sehat -Menjauhi yang negatif - Mendapat dukungan dari orang-orang tersayang Tidak ada yang tidak mungkin didunia ini jika Tuhan sudah berkehendak maka terjadilah,karena penelitian sudah membuktikan bahwa memang pernah terjadi adanya … Sekian dan Terimakasih"
Apa penyebab utama kanker tenggorokan?,"Kanker tenggorokan merupakan penyakit yang umum terjadi. Tetapi, jenis kanker ini termasuk yang cukup jarang terjadi apabila dibandingkan dengan kanker lainnya. Tingkat keselamatannya tergantung pada stadium kanker dan keparahannya. Sekitar 60,7% penderita kanker laring memiliki kesempatan untuk hidup 5 tahun lebih lama. Persentase keselamatan pada pasien kanker faring sedikit lebih tinggi, yaitu sekitar 64,5%. Selain itu, kanker ini merupakan penyakit yang lebih banyak menyerang pasien berjenis kelamin pria dibanding jenis kelamin wanita. Penyebab penyebab terjadinya kanker tenggorokan adalah sebagai berikut:Aktif merokokRokok juga dapat merusak fungsi organ-organ tubuh, terutama tenggorokan. Anda memiliki peluang lebih besar untuk terserang penyakit ini apabila Anda merupakan perokok aktif. Rokok merupakan penyebab utama kanker tenggorokanKonsumsi alkohol berlebihanAlkohol berpotensi merusak berbagai organ tubuh, termasuk tenggorokan. Jika Anda termasuk orang yang sering mengonsumsi minuman beralkohol secara berlebihan, Anda lebih rentan terkena penyakit ini.Terinfeksi human papillomavirus (HPV)Infeksi virus HPV merupakan salah satu jenis infeksi menular seksual. Bila Anda telah terjangkit virus ini, kemungkinan Anda untuk mengalami kanker tenggorokan semakin besar.Kebersihan gigi yang burukGigi Anda juga perlu dijaga kebersihannya karena mulut merupakan tempat yang rawan terserang infeksi bakteri atau virus. Hal ini dapat memengaruhi kesehatan tenggorokan Anda, mengingat letaknya yang berdekatan dengan mulut. Terimakasih"
Apakah benar bonggol nanas dapat menyembuhkan kanker?,"Pikirkan: jika ini benar, nanas murah, kan semua kanker sudah disembuhkan? Pertanyaan semacam ini sering ditanya oleh orang Asia (Tenggara, Selatan), yang sering tidak berpikir secara rasionil, tetapi secara magis (magical thinking)….. Untuk orang yang kena kanker ini yang paling mengesalkan: setelah mendengar ada yang kena kanker, langsung kenalan-kenalan berbrondong datang membawa berbagai daunan, buah-buahan, jamu dsb. yang belum pernah ada bukti ilmiah berefek dimanusia, untuk dimakan, mereka sering marah jika sang pasien bilang tidak mau/tidak perlu. Jawabannya jelas: hoaks!"
Mengapa ganja tidak dilegalkan di Indonesia?,"Ketika membaca pertanyaan ini, hal-hal yang langsung saya pikirkan adalah: mentalitas dan cara pikir orang Indonesia (Jawaban Nanda Satrio untuk Apakah kamu mendukung legalisasi ganja? adalah sebuah jawaban yang sangat bagus untuk menjelaskan pikiran saya —baca bagian mengenai sepeda elektrik). Sekarang saya tinggal di Spanyol. Hukum yang berlaku disini adalah warga diperbolehkan menanam di properti milik mereka untuk keperluan pribadi, dan hasilnya tidak untuk dipakai di tempat umum. Saya membayangkan, apabila ganja dilegalisasi di Indonesia, akan terjadi kehebohan. Tentunya banyak yang pro-kontra, ada yang langsung ingin mencoba, norak, atau malah ketakutan, dll. Akan tetapi, semua hal-hal heboh yang saya sebutkan diatas adalah: NORMAL, dan expected. Mengapa saya sangat yakin akan heboh? Adalah karena hukumnya selama ini SANGAT berat. Saya bahkan tidak sanggup membayangkan berapa besar kekacauan yang akan terjadi.Apa kira-kira yang akan dilakukan seorang anak kecil —yang selama ini selalu diancam akan dibunuh kalau sampai ketahuan makan coklat/ permen, ketika orang-tuanya tiba-tiba membebaskannya? Sumber foto: googleSumber foto: Somdays... We Get A Bit CrazyJuga, apa yang kira-kira akan anak ABG anda lakukan ketika anda bilang, ""kamu boleh kok melakukan apa saja yang kamu mau dengan mobil ini, papa yang tanggung semuanya mulai sekarang."" Ha! Keputusan, perubahan, dan kebebasan yang besar akan selalu diikuti dengan tanggung jawab yang besar. Apa warganegara dan negara sudah siap? Saya rasa belum, dan malah, saya cukup yakin, yang ada malah saling tuduh-menuduh ketika terjadi kekacauan."
Mengapa kanker tidak bisa disembuhkan?,"Halooo saya mencoba menjawab mumpung belum ada yang menjawab. Kalau ada yang lebih kompeten mungkin bisa ditambahkan atau dikoreksi jawaban dari saya. Jadi memang kanker itu sulit untuk disembuhkan, bahkan kondisi sembuh dari kanker disebutkan dengan istilah remisi dimana kanker masih bisa kambuh kembali yang disebut dengan kondisi relaps. Kenapanya adalah karena ukurannya yang sangat-sangat-sangat kecil dan sifat penyebarannya sangat mengerikan. Berbeda dengan bakteri yang meskipun ukurannya juga kecil bisa dibatasi penyebarannya sampai berbentuk abses atau bisul. Selain itu pengobatan untuk kanker memiliki prinsip siapa yang mati duluan antara pasien atau sel kanker. Karena obat yang diberikan selain membunuh sel kanker juga membunuh sel yang sehat. Memang ada yang disebut dengan targeted cell therapy seperti pada kasus kanker payudara, tetapi ada kekurangan dimana sel yang dapat diobati harus memiliki karakteristik khusus yakni memiliki reseptor HER2. Tentu ada sel yang tidak memiliki karakteristik khusus ini sehingga kembali masalah pengobatan kanker menjadi rumit. Untuk menekankan betapa penyebaran kanker cukup mengerikan, saya akan memberikan contoh. Ketika operasi untuk mengangkat benjolan kanker dilakukan, bukan hanya benjolannya saja yang diangkat tetapi jaringan sehat disekitar benjolan tersebut juga diangkat karena sel kanker dapat menginfiltrasi jaringan-jaringan yang sehat tersebut tetapi tidak terlihat di mikroskop. Bahkan dengan metode ini pun belum bisa memastikan bahwa pasien akan bebas kanker selamanya. Mungkin hal yang saya tulis di atas cukup pesimis sehingga kita mungkin menganggap bahwa menderita kanker adalah sesuatu hukuman mati, tetapi dunia kedokteran kita sekarang semakin maju, semakin banyak cara-cara yang ditemukan untuk mengobati kanker dan kita berharap semakin banyak orang yang dapat bebas dari kanker."
Apa manfaat ganja dalam penyembuhan penyakit kanker?,"Semoga jawaban ini bermanfaat. Menurut UU Republik Indonesia No. 22 Tahun 1997 Tentang Narkotika, Ganja masuk dalam Narkotika golongan I, yang mana hanya digunakan untuk kepentingan pengetahuan dan tidak digunakan untuk pengobatan serta mempunyai potensi tinggi untuk ketergantungan.Dari berbagai penelitian, ternyata ganja memiliki efek terapi yang sangat baik contohnya saja untuk terapi kanker. Diketahui bahwa ganja memilik senyawa cannabioid yang secara struktural atau secara farmakologi memiliki kesamaan struktur terhadap tetrahidrocannabiol atau yang mengikat pada reseptor cannabioid (Sarfaraz, et al, 2008). Reseptor cannabioid merupakan bagian dari sistem cannabioid pada tubuh, yang mana fungsinya memodulasi mood, memori, dan sensasi nyeri. Kanker sendiri suatu kondisi dimana adanya virus yang menyerang sel sehingga sel - sel tersebut membelah diri dan tidak terkontrol. Dalam penelitian Whitting et al, menjelaskan juga kalau ganja dapat digunakan untuk meredakan nyeri kronik pada penderita kanker (moderate-level evidence).Gambar diatas menjelaskan bagaimana mekanisme senyawa kanabioid berperan sebagai antikanker. Jalur sinyaling yang terhubung dengan aktivasi reseptor canabioid yang terinduksi oleh agonisnya. Agonis reseptor cannaboid menghambat proliferasi melalui penghambatan cAMP-dependent protein kinase, yang mana mengaktifkan mitogen-activated protein kinase (MAPK). Stimulasi sintesis seramide via aktivasi serine pamitoyltranferase (SPT) up-regulated p8, menuju ke apoptosis. Agonis reseptor cannabioid mengaktifkan jalur MAPK dan PI3K/Akt; diteruskan dengan aktivasi ERK1/2 menuju induksi cyclin kinase inhibitor p27/KIP1 dengan modulasi molekul - molekul regulator siklus sel; hasilnya pada G1 terjadilah apoptosis.Berdasarkan penjelasan diatas disimpulkan bahwa ganja juga dapat berguna sebagai antikanker dengan menghambat pertumbuhan sel kanker dengan melakukan apoptosis, baik pada kanker payudara, paru - paru, prostate, dan kanker kolon (usus besar). Selain itu, tingginya reseptor cannabioid dalam tubuh efektif untuk membunuh tumor. Pada dasarnya, masih ada beberapa studi penelitian mengenai bagaimana tanaman ganja bekerja sebagai antikanker. Di Amerika tanaman ini sudah dilegalkan untuk terapi pengobatan namun bukan untuk antikanker, tetapi digunakan sebagai terapi epilepsi. Di Indonesia sendiri masih menjadi kontroversi karena tanaman ini masih banyak disalahgunakan. Cukup penjelasan dari saya. Apabila ada yang salah mohon dikoreksi. Terimakasi :) [1] (PDF) The Use of Medical Marijuana in Cancer [2] (PDF) Cannabinoids for Cancer Treatment: Progress and PromiseCatatan Kaki[1] https://www.researchgate.net/publication/303465776[2] (PDF) Cannabinoids for Cancer Treatment: Progress and Promise"
Apakah kanker stadium 3 bisa disembuhkan?,Harapan untuk sembuh selalu ada. Jangan putus asa. Setiap pengorbanan yg kita lakukan untuk meraih kesembuhan akan menjadi kado istimewa kelak di kemudian hari. Jika seandai nya pun tidak tersembuhkan bukan berarti dunia akan runtuh.
Apakah benar micin menjadi penyebab kanker?,"Pengalaman saya pribadi, ini efek jangka pendek. MSG mengakibatkan mual dan muntah jika kandungan msg dalam makanan melebihi batas dari porsi makanan itu sendiri. Contoh nyata, saya pernah beli french fries ala ala, bumbu dalam adonan crispy mengandung banyak msg alhasil. baru makan 4 batang sudah mual, pusing juga dan akhirnya muntah. Untuk jangka panjang mungkin ada yg bisa lebih menjelaskan berdasarkan pengalamannya. Oiya, mungkin jadi bego salah satunya…mungkin…"
Bagaimana di masa dahulu dokter mengobati kanker sebelum teknik pengobatan secanggih sekarang?,"Kebanyakan mati sebelum mereka sempat untuk punya kanker. Sisanya, ada dilakukan pembedahan. Karena anestesi modern baru muncul sekitar tahun 1850 an, ya dilakukan operasi secepat cepat supaya darah hilang tidak banyak banyak. Makin lama sakit, makin cepat denyut jantung, makin banyak darah keluar. Kanker di payudara disembuhkan dengan payudara diangkat. Di kaki tangan, juga. Namun kalau tidak dari awal, ya akan menyebar lagi. Kanker di bagian dalam ndak akan ditemukan sampai mati, baru ketemu ketika autopsi. Contoh kanker yang ditunggu sampai mati seperti jenderal amerika, presiden ke 18 Ulyses Grant kanker kerongkongan, dan napoleon bonaparte, yang ini masih kontroversi apakah kanker abdomen atau penyakit lainUlyses S Grant"
Apa penyebab dari kanker mulut? Bagaimana mengobatinya?,"Penyebab kanker sangatlah multifaktorial, terkadang juga idiopatik atau sulit dideteksi penyebabnya. Pada kanker mulut, kasus yang terjadi berdasarkan kenyataan ada yang disebabkan karena merokok, menginang, ataupun terkena radiasi. Untuk pengobatan, silahkan memeriksakan diri ke dokter gigi spesialis penyakit mulut (Sp.PM), biasanya selalu ada di tiap daerah, khususnya rumah sakit daerah. Pengobatan yang dilakukan biasanya akan diberikan obat-obatan, vitamin, dan terapi. Bila diperlukan juga akan dilakukan pemeriksaan lebih mendalam di bidang histopatologi. Semoga membantu."
Apakah aktivitas antioksidan benar-benar dapat mencegah kanker?,"Jika mau menggunakan bahasa yang paling ilmiah, jawabannya adalah “tidak”. Antioksidan hanya ada “mengurangi/ menurunkan resiko kanker”, bukan “mencegah”, apalagi “mengobati”. Mungkin ada pertanyaan lanjutan ini, “Kalau begitu senyawa apa yang bisa mencegah?” Jawabannya: “tidak ada”. Hanya Tuhan yang bisa mencegah :)"
Apakah manfaat minyak ganja atau CBD Oil dalam kesehatan?,Berdasarkan link website berikut What are the health benefits of CBD Oil?Meringankan gangguan kecemasanMeringankan depresiMengobati gangguan tidur atau insomniaMengurangi rasa sakitMeringankan penyakit syarafdan lain-lain.
Bagaimana cara mengobati kanker yang sudah dalam tahap metastasis?,"Saya percaya setiap penyakit pasti ada obat nya, kanker sekali pun! Hanya saja kita kadang lupa dan kurang mensyukuri apa yg telah Tuhan berikan dan terlalu pesimis. Ketika Tuhan memilih seseorang entah itu dgn kanker atau penyakit lain nya sesungguh nya Tuhan ingin mengatakan, "" selamat anda terpilih mendapat ampunan"" Istri saya terkena Breast Cancer stadium III B dan sudah menjalani lebih dari sepuluh kali kemoteraphi, Mastektomi dan saat ini masih terlihat sehat, Alhamdulillah. Jika suatu saat nanti Tuhan mengambil nya saya ikhlas dan menerima takdir tsb."
Mengapa belum ada hasil yang lebih baik dalam penyembuhan kanker?,"Perlu diingat bahwa kanker berbeda dengan “penyakit-penyakit” lain pada umumnya. Alih-alih antek asing yang berasal dari luar tubuh, kanker adalah pertumbuhan sel tubuh yang tak terkendali dan menumbalkan sel-sel lain yang tumbuh, berfungsi, dan mati normal. Dengan mengingat hal tersebut, kita bisa sedikit-banyak memahami bahwa “penyakit” ini memiliki banyak sekali atribut atau sifat yang sama dengan sel tubuh yang normal. Menciptakan sebuah metode (diagnostik, radiologi, bedah, obat, rekayasa genetika, dll.) yang bisa membedakan kanker dan sel tubuh normal, atau dengan kata lain spesifik DAN efektif menyerang kanker TANPA turut menyerang dan mengorbankan sel tubuh normal, menjadi tantangan tersendiri dalam penanganan kanker, dibandingkan dengan “penyakit” lainnya. Bahkan setelah miliaran dolar. OP: Mengapa belum ada hasil yang lebih baik dalam penyembuhan kanker?"
Berapa besar kesuksesan Kemoterapi untuk pasien kanker? Apa efek penggunaannya dalam jangka panjang?,"Saya akan mencoba untuk menjawab pertanyaan ini: Untuk kesuksesan kemoterapi, kita harus melihat angka kelangsungan hidup atau cancer survival rate masing-masing kanker. Durasi kelangsungan hidup biasanya diukur 5 hingga 10 tahun. Contohnya: angka kelangsungan hidup 5-tahun penderita kanker payudara di Amerika Serikat, Eropa dan Australia pada 2010–2014 adalah 85–90 persen [1] bandingkan dengan 39–65 persen pada tahun 2005–2009 [2] dan lebih jauh lagi pada tahun 1990–1994. Rata-rata angka kelangsungan hidup 5-tahun pada semua jenis kanker adalah 67 persen[3] Kenaikan angka kelangsungan hidup 5-tahun penderita kanker bergantung pada seberapa dini diagnosa, jenis kanker, stadium berapa kanker yang dihadapi dan seberapa agresif penanganan yang diberikan, termasuk kemoterapi, radioterapi dan bedah. Sebagai catatan, angka kelangsungan hidup di atas tidaklah mutlak. Itu dikarenakan variasi data penderita kanker dari negara ke negara. Penggunaan kemoterapi jangka panjang dimaksudkan untuk menekan sel-sel kanker hingga memasuki tahap remisi atau tidak berkembang lagi, dan bukanlah rahasia umum bahwa kemoterapi jangka panjang akan membawa efek samping yang merugikan tubuh. Di bawah inj, saya uraikan jenis obat kemoterapi dan efek sampingnya:Alkylating Agents -obat keras ini bekerja dengan memasukkan senyawa alkil sehingga transkripsi DNA dan RNA pada sel kanker terganggu, tetapi efek sampingnya adalah mual dan muntah serta penurunan fungsi sumsum tulang sehingga sel darah merah dan sel darah putih menurunPlant Alkaloid - terbuat dari senyawa alkaloid yang diperoleh dari tumbuh-tumbuhan, obat ini bekerja dengan menghambat proses pembagian sel kanker. Efek samping obat adalah gangguan pada saraf(polineuropati perifer), rambut rontok (alopecia), penurunan fungsi sumsum tulang dan hipersensitivitas.Antimetabolites-fungsi obat ini adalah mengganti metabolit penting bagi sel dengan senyawa yang mirip, contohnya purin, pirimidin dan asam folat, sehingga sel kanker tidak dapat bereproduksi. Efek sampingnya adalah demam tinggi, mual muntah, sariawan, diare, masalah ginjal dan liver plus efek samping dua obat di atasTopoisomerase Inhibitor- obat ini bekerja dengan menghambat enzim topoisomerase I dan II yang mengatur struktur DNA dalam sel. Efek samping adalah alergi/hipersensitivitas, nyeri perut, diare, sariawan, demam tinggiAnti Tumor Antibiotics -berbeda dengan antibiotik biasa yang bekerja pada bakteri, antibiotik ini bekerja dengan menghambat enzim yang membentuk DNA dalam sel. Sebagian besar terbuat dari jamur Streptomyces. Efek sampingnya adalah ruam-ruam merah di kulit, gangguan penglihatan dan paling jarang, masalah jantung.Selain 5 golongan obat di atas, masih ada obat-obat kemoterapi lainnya seperti hormon, enzim, retinoid dan sebagainya. Dalam pemilihan obat kemoterapi, dokter harus mempertimbangkan kondisi pasien, lama pemakaian, kebaikan pemakaian lebih besar daripada efek sampingnya. Semoga bisa membantu Anda.Catatan Kaki[1] Kelangsungan Hidup Pasien Kanker Meningkat[2] Kelangsungan Hidup Penderita Kanker Meningkat[3] Surviving Cancer: Yesterday, Today, and Tomorrow"
"Mengapa kanker berujung kematian? Apakah yang sebenarnya terjadi pada tubuh, jika kanker tidak diobati dengan sinar/kemo?","Saya bukan dari kalangan medis, namun ada pengalaman terkait penyakit ini. Kanker itu sifatnya menjalar dimana biasanya akan menyebar ke organ terdekat, seperti kanker payudara akan menyebar ke paru-paru bahkan bisa sampai ke otak. Penyebarannya ini (kalau tidak salah disebut metastasis) yang harus dihentikan karena bisa menyebabkan kegagalan kinerja organ tersebut makanya jika menyebar sampai ke tulang dan otak ada pasien yang sarafnya menjadi lumpuh, selain itu bisa menyebabkan darah mengental sehingga mengakibatkan gagal jantung. Proses kemoterapi/penyinaran itu fungsinya mematikan sel-sel kanker yang imbasnya juga berakibat pada sel-sel sehat lainnya terutama yang sifatnya selalu ""tumbuh"" seperti rambut, makanya mereka yang diproses kemo akan mengalami kerontokan rambut."
